,Cumulative Winnings
4121,-877966
4122,-877916
4123,-874316
4124,-874116
4125,-876009
4126,-876511
4127,-876064
4128,-877436
4129,-877236
4130,-876936
4131,-874776
4132,-873976
4133,-874376
4134,-874176
4135,-873876
4136,-873374
4137,-873074
4138,-873024
4139,-869904
4140,-870204
4141,-870104
4142,-869904
4143,-871704
4144,-871248
4145,-871019
4146,-870500
4147,-869900
4148,-869700
4149,-869100
4150,-870965
4151,-870865
4152,-874065
4153,-868665
4154,-888665
4155,-886265
4156,-886065
4157,-885965
4158,-890015
4159,-891215
4160,-891015
4161,-890715
4162,-890715
4163,-891262
4164,-890722
4165,-890122
4166,-891522
4167,-891322
4168,-893647
4169,-894047
4170,-903647
4171,-901565
4172,-901365
4173,-904065
4174,-904865
4175,-904265
4176,-903952
4177,-903852
4178,-903802
4179,-903702
4180,-902902
4181,-903202
4182,-903202
4183,-906802
4184,-906752
4185,-906652
4186,-906452
4187,-904652
4188,-904240
4189,-906160
4190,-905728
4191,-906624
4192,-906936
4193,-906836
4194,-906636
4195,-906536
4196,-906486
4197,-904871
4198,-904671
4199,-905071
4200,-910571
4201,-907871
4202,-906575
4203,-906275
4204,-913475
4205,-913375
4206,-912852
4207,-911652
4208,-911952
4209,-911752
4210,-910731
4211,-909633
4212,-909433
4213,-909333
4214,-909133
4215,-908833
4216,-909410
4217,-910010
4218,-909960
4219,-909360
4220,-909862
4221,-913462
4222,-913262
4223,-914462
4224,-904862
4225,-903732
4226,-903132
4227,-903852
4228,-903652
4229,-904852
4230,-904652
4231,-905852
4232,-909362
4233,-909140
4234,-908840
4235,-908540
4236,-908840
4237,-919640
4238,-918917
4239,-919317
4240,-919964
4241,-918164
4242,-914564
4243,-914964
4244,-915630
4245,-915530
4246,-915330
4247,-916040
4248,-909384
4249,-909284
4250,-929284
4251,-929584
4252,-928784
4253,-928379
4254,-928329
4255,-927729
4256,-927429
4257,-929829
4258,-929502
4259,-928963
4260,-928913
4261,-928813
4262,-928613
4263,-928213
4264,-927298
4265,-928498
4266,-928298
4267,-931898
4268,-931698
4269,-931398
4270,-930077
4271,-930854
4272,-930654
4273,-930319
4274,-931300
4275,-931098
4276,-930898
4277,-930798
4278,-930748
4279,-931800
4280,-931750
4281,-931650
4282,-927021
4283,-929421
4284,-929221
4285,-928821
4286,-928521
4287,-928319
4288,-928828
4289,-939628
4290,-939578
4291,-939478
4292,-940952
4293,-946352
4294,-939632
4295,-940032
4296,-939530
4297,-938300
4298,-934700
4299,-938300
4300,-938100
4301,-936900
4302,-936087
4303,-935487
4304,-936682
4305,-936382
4306,-936182
4307,-936662
4308,-939181
4309,-938290
4310,-939059
4311,-938759
4312,-938559
4313,-939180
4314,-938980
4315,-937780
4316,-936216
4317,-936816
4318,-936445
4319,-935187
4320,-934987
4321,-935587
4322,-935387
4323,-947537
4324,-947537
4325,-947337
4326,-947837
4327,-948437
4328,-948937
4329,-949940
4330,-949583
4331,-949483
4332,-949433
4333,-950753
4334,-950312
4335,-951007
4336,-950654
4337,-949454
4338,-949071
4339,-949521
4340,-949113
4341,-947890
4342,-954370
4343,-952570
4344,-952139
4345,-952649
4346,-952449
4347,-951249
4348,-950947
4349,-952020
4350,-953371
4351,-953271
4352,-956700
4353,-956600
4354,-956400
4355,-956300
4356,-957380
4357,-956780
4358,-955940
4359,-957240
4360,-937240
4361,-937640
4362,-937590
4363,-938790
4364,-938790
4365,-938433
4366,-938233
4367,-936349
4368,-937349
4369,-937749
4370,-937549
4371,-936949
4372,-936749
4373,-936454
4374,-935085
4375,-936267
4376,-932945
4377,-932345
4378,-931802
4379,-933678
4380,-934344
4381,-936630
4382,-934666
4383,-933793
4384,-933593
4385,-936473
4386,-935873
4387,-935873
4388,-935823
4389,-935823
4390,-935773
4391,-941173
4392,-941123
4393,-939923
4394,-939579
4395,-941788
4396,-941588
4397,-941488
4398,-942658
4399,-944616
4400,-944416
4401,-944316
4402,-943845
4403,-943745
4404,-943252
4405,-942652
4406,-942294
4407,-940494
4408,-941281
4409,-943441
4410,-945841
4411,-945741
4412,-945541
4413,-945441
4414,-944937
4415,-944637
4416,-964637
4417,-970037
4418,-972401
4419,-972301
4420,-972101
4421,-974981
4422,-974781
4423,-974181
4424,-973981
4425,-973381
4426,-973181
4427,-973081
4428,-972281
4429,-972181
4430,-971981
4431,-971660
4432,-971610
4433,-971410
4434,-974125
4435,-974025
4436,-973689
4437,-973089
4438,-972889
4439,-973544
4440,-975126
4441,-976326
4442,-976126
4443,-977186
4444,-977719
4445,-976964
4446,-976764
4447,-976564
4448,-974164
4449,-973873
4450,-973573
4451,-973332
4452,-966132
4453,-966132
4454,-964926
4455,-964363
4456,-964163
4457,-963963
4458,-963763
4459,-963163
4460,-962963
4461,-962263
4462,-962063
4463,-962663
4464,-962463
4465,-962063
4466,-961263
4467,-960663
4468,-960063
4469,-959963
4470,-959561
4471,-957961
4472,-956930
4473,-954524
4474,-954324
4475,-954224
4476,-953769
4477,-953169
4478,-953169
4479,-952958
4480,-952649
4481,-953449
4482,-953249
4483,-954320
4484,-954820
4485,-955859
4486,-955659
4487,-957318
4488,-957983
4489,-956110
4490,-956060
4491,-955960
4492,-959560
4493,-959460
4494,-959260
4495,-959560
4496,-958846
4497,-958546
4498,-960972
4499,-959772
4500,-959572
4501,-957172
4502,-957122
4503,-959612
4504,-959412
4505,-958812
4506,-958762
4507,-958662
4508,-958462
4509,-958982
4510,-958536
4511,-958336
4512,-958011
4513,-957911
4514,-959864
4515,-959764
4516,-956164
4517,-956064
4518,-953381
4519,-953281
4520,-949222
4521,-949022
4522,-949862
4523,-949762
4524,-949427
4525,-948891
4526,-947146
4527,-955246
4528,-957572
4529,-959132
4530,-958932
4531,-953532
4532,-955536
4533,-953972
4534,-954771
4535,-952468
4536,-952268
4537,-952862
4538,-952524
4539,-951924
4540,-951724
4541,-951624
4542,-951424
4543,-951324
4544,-951274
4545,-950974
4546,-950924
4547,-951224
4548,-951024
4549,-950924
4550,-950184
4551,-950974
4552,-950774
4553,-952574
4554,-952524
4555,-953724
4556,-954505
4557,-954805
4558,-954605
4559,-955805
4560,-955605
4561,-955505
4562,-955455
4563,-954397
4564,-954197
4565,-956597
4566,-956142
4567,-953742
4568,-952575
4569,-952475
4570,-951949
4571,-950749
4572,-951749
4573,-951649
4574,-951449
4575,-952349
4576,-951149
4577,-950349
4578,-950149
4579,-944749
4580,-944343
4581,-947943
4582,-948782
4583,-951182
4584,-950582
4585,-950282
4586,-950082
4587,-953161
4588,-954348
4589,-954248
4590,-954761
4591,-954561
4592,-954361
4593,-953761
4594,-950069
4595,-952227
4596,-952027
4597,-954427
4598,-954227
4599,-954127
4600,-954077
4601,-953977
4602,-951577
4603,-951177
4604,-950977
4605,-950777
4606,-950348
4607,-950148
4608,-949948
4609,-950392
4610,-949988
4611,-951188
4612,-951138
4613,-950838
4614,-950261
4615,-951461
4616,-952410
4617,-957810
4618,-957610
4619,-957310
4620,-964510
4621,-964810
4622,-964610
4623,-965841
4624,-966846
4625,-967409
4626,-967209
4627,-966680
4628,-966127
4629,-966027
4630,-965827
4631,-965307
4632,-965257
4633,-964957
4634,-964757
4635,-964757
4636,-965219
4637,-968739
4638,-969039
4639,-969639
4640,-969439
4641,-969339
4642,-969139
4643,-969039
4644,-968183
4645,-968583
4646,-967452
4647,-967352
4648,-967971
4649,-969167
4650,-967967
4651,-971567
4652,-971250
4653,-968550
4654,-968500
4655,-967887
4656,-967687
4657,-966487
4658,-966287
4659,-968987
4660,-967767
4661,-971367
4662,-970493
4663,-964516
4664,-964466
4665,-964766
4666,-964566
4667,-964466
4668,-964266
4669,-963742
4670,-964288
4671,-963999
4672,-963949
4673,-963723
4674,-963378
4675,-963278
4676,-963078
4677,-962778
4678,-963659
4679,-963559
4680,-963359
4681,-964166
4682,-962733
4683,-962133
4684,-961933
4685,-961456
4686,-960717
4687,-961805
4688,-961605
4689,-963525
4690,-962592
4691,-961992
4692,-962492
4693,-964532
4694,-964332
4695,-963732
4696,-964341
4697,-969741
4698,-970041
4699,-969941
4700,-989941
4701,-991141
4702,-990941
4703,-990841
4704,-991919
4705,-992219
4706,-995339
4707,-995739
4708,-995539
4709,-995239
4710,-995039
4711,-993839
4712,-995639
4713,-995539
4714,-995339
4715,-995239
4716,-995739
4717,-994122
4718,-994983
4719,-996562
4720,-996512
4721,-996412
4722,-995707
4723,-995607
4724,-995203
4725,-995003
4726,-995856
4727,-995256
4728,-981816
4729,-982616
4730,-982566
4731,-984464
4732,-1004464
4733,-1004364
4734,-1004164
4735,-1004064
4736,-1004672
4737,-1005371
4738,-1005914
4739,-1005142
4740,-1004942
4741,-1006050
4742,-1005850
4743,-1005228
4744,-1005028
4745,-1004814
4746,-1003014
4747,-1012374
4748,-1009174
4749,-1010374
4750,-1009774
4751,-1013374
4752,-1013674
4753,-1017274
4754,-1020039
4755,-1019821
4756,-1021864
4757,-1021664
4758,-1024751
4759,-1025151
4760,-1024951
4761,-1024851
4762,-1024651
4763,-1025251
4764,-1024409
4765,-1025609
4766,-1034249
4767,-1034149
4768,-1033816
4769,-1033616
4770,-1033566
4771,-1033466
4772,-1033416
4773,-1033097
4774,-1033629
4775,-1033529
4776,-1032982
4777,-1035027
4778,-1034427
4779,-1035027
4780,-1039187
4781,-1040387
4782,-1040187
4783,-1040672
4784,-1040472
4785,-1040672
4786,-1041397
4787,-1038997
4788,-1038688
4789,-1038588
4790,-1039877
4791,-1040943
4792,-1040743
4793,-1040643
4794,-1041501
4795,-1041201
4796,-1039491
4797,-1039091
4798,-1039041
4799,-1038741
4800,-1037941
4801,-1038741
4802,-1038541
4803,-1038441
4804,-1038080
4805,-1037980
4806,-1037930
4807,-1035705
4808,-1036987
4809,-1035787
4810,-1034324
4811,-1030724
4812,-1030299
4813,-1032572
4814,-1032372
4815,-1032272
4816,-1031419
4817,-1031319
4818,-1030519
4819,-1030419
4820,-1031119
4821,-1036519
4822,-1036319
4823,-1037492
4824,-1037192
4825,-1037592
4826,-1037392
4827,-1036135
4828,-1035935
4829,-1036735
4830,-1037264
4831,-1038164
4832,-1037964
4833,-1038164
4834,-1037577
4835,-1037477
4836,-1037277
4837,-1037077
4838,-1037927
4839,-1037646
4840,-1039125
4841,-1037835
4842,-1037035
4843,-1036569
4844,-1038186
4845,-1038840
4846,-1040284
4847,-1040484
4848,-1040434
4849,-1039234
4850,-1039734
4851,-1041490
4852,-1041440
4853,-1042040
4854,-1041840
4855,-1042240
4856,-1040440
4857,-1040340
4858,-1040140
4859,-1040040
4860,-1040844
4861,-1040244
4862,-1041107
4863,-1041007
4864,-1040629
4865,-1051429
4866,-1050229
4867,-1049973
4868,-1049773
4869,-1049473
4870,-1049423
4871,-1050035
4872,-1048963
4873,-1052563
4874,-1052563
4875,-1052463
4876,-1049449
4877,-1048249
4878,-1048653
4879,-1049657
4880,-1049607
4881,-1049407
4882,-1060207
4883,-1064257
4884,-1064057
4885,-1063957
4886,-1065000
4887,-1064700
4888,-1064172
4889,-1064072
4890,-1066771
4891,-1066571
4892,-1067446
4893,-1067177
4894,-1066877
4895,-1066652
4896,-1051466
4897,-1051366
4898,-1050690
4899,-1050262
4900,-1053168
4901,-1048602
4902,-1048402
4903,-1046602
4904,-1046902
4905,-1044502
4906,-1044302
4907,-1044602
4908,-1046492
4909,-1042827
4910,-1042227
4911,-1031427
4912,-1030377
4913,-1033754
4914,-1033704
4915,-1033604
4916,-1033604
4917,-1033504
4918,-1033304
4919,-1036904
4920,-1036704
4921,-1033344
4922,-1032825
4923,-1032024
4924,-1030821
4925,-1030721
4926,-1030521
4927,-1030421
4928,-1030371
4929,-1030171
4930,-1028971
4931,-1028731
4932,-1028531
4933,-1030331
4934,-1029317
4935,-1029017
4936,-1028117
4937,-1030517
4938,-1029917
4939,-1032918
4940,-1032575
4941,-1027535
4942,-1028038
4943,-1027938
4944,-1027738
4945,-1023020
4946,-1022820
4947,-1017850
4948,-1017116
4949,-1017016
4950,-1037016
4951,-1036416
4952,-1036366
4953,-1041766
4954,-1041716
4955,-1045316
4956,-1047333
4957,-1046848
4958,-1047348
4959,-1049988
4960,-1047975
4961,-1047875
4962,-1047875
4963,-1047775
4964,-1046022
4965,-1045922
4966,-1045722
4967,-1043922
4968,-1043722
4969,-1051822
4970,-1051772
4971,-1051672
4972,-1055992
4973,-1055892
4974,-1055692
4975,-1059292
4976,-1059092
4977,-1058992
4978,-1058942
4979,-1058251
4980,-1057069
4981,-1056296
4982,-1056246
4983,-1054446
4984,-1053794
4985,-1054394
4986,-1053594
4987,-1054194
4988,-1057894
4989,-1061494
4990,-1060937
4991,-1060337
4992,-1059553
4993,-1059453
4994,-1064356
4995,-1064256
4996,-1064206
4997,-1065301
4998,-1065101
4999,-1065701
5000,-1065501
5001,-1065301
5002,-1062999
5003,-1062899
5004,-1062899
5005,-1062799
5006,-1062599
5007,-1062499
5008,-1062299
5009,-1062199
5010,-1065899
5011,-1067699
5012,-1068311
5013,-1068311
5014,-1068111
5015,-1068011
5016,-1067811
5017,-1066011
5018,-1065811
5019,-1065711
5020,-1064887
5021,-1064287
5022,-1064787
5023,-1066341
5024,-1065395
5025,-1065295
5026,-1064837
5027,-1064737
5028,-1064537
5029,-1064337
5030,-1064137
5031,-1062571
5032,-1057981
5033,-1058281
5034,-1058581
5035,-1058281
5036,-1058796
5037,-1058051
5038,-1057751
5039,-1057319
5040,-1057819
5041,-1052419
5042,-1050404
5043,-1050304
5044,-1050104
5045,-1050004
5046,-1049804
5047,-1049204
5048,-1048604
5049,-1048504
5050,-1048304
5051,-1047704
5052,-1047654
5053,-1047184
5054,-1046682
5055,-1047947
5056,-1044719
5057,-1044519
5058,-1044319
5059,-1044119
5060,-1045085
5061,-1041485
5062,-1041285
5063,-1046685
5064,-1047254
5065,-1046766
5066,-1046566
5067,-1046934
5068,-1046734
5069,-1046634
5070,-1046434
5071,-1046334
5072,-1047999
5073,-1047699
5074,-1048841
5075,-1048191
5076,-1047889
5077,-1047256
5078,-1051423
5079,-1050823
5080,-1045423
5081,-1044303
5082,-1044867
5083,-1045733
5084,-1045683
5085,-1045583
5086,-1046083
5087,-1045878
5088,-1045480
5089,-1044880
5090,-1049542
5091,-1053130
5092,-1056730
5093,-1055530
5094,-1051963
5095,-1051863
5096,-1051063
5097,-1050468
5098,-1049812
5099,-1050212
5100,-1047812
5101,-1050459
5102,-1049976
5103,-1050696
5104,-1050496
5105,-1050396
5106,-1050018
5107,-1049718
5108,-1049518
5109,-1048008
5110,-1049164
5111,-1048864
5112,-1048664
5113,-1048411
5114,-1048211
5115,-1047911
5116,-1048214
5117,-1049814
5118,-1049614
5119,-1050339
5120,-1049978
5121,-1048628
5122,-1048578
5123,-1048162
5124,-1045762
5125,-1044711
5126,-1043640
5127,-1041840
5128,-1041346
5129,-1041246
5130,-1041196
5131,-1041096
5132,-1044551
5133,-1044276
5134,-1045149
5135,-1044897
5136,-1044697
5137,-1044597
5138,-1045421
5139,-1045121
5140,-1044716
5141,-1043516
5142,-1043142
5143,-1042542
5144,-1041827
5145,-1043532
5146,-1043332
5147,-1044532
5148,-1044332
5149,-1043732
5150,-1044846
5151,-1047246
5152,-1034286
5153,-1034186
5154,-1033986
5155,-1034586
5156,-1035518
5157,-1034973
5158,-1034773
5159,-1033573
5160,-1033523
5161,-1034723
5162,-1034523
5163,-1035638
5164,-1037738
5165,-1036941
5166,-1035313
5167,-1043413
5168,-1044901
5169,-1044431
5170,-1044381
5171,-1044081
5172,-1043881
5173,-1042081
5174,-1042031
5175,-1041931
5176,-1041507
5177,-1045107
5178,-1044907
5179,-1044607
5180,-1044407
5181,-1044207
5182,-1043696
5183,-1040096
5184,-1039296
5185,-1039696
5186,-1040856
5187,-1040756
5188,-1039556
5189,-1039256
5190,-1038535
5191,-1034485
5192,-1035050
5193,-1034950
5194,-1034506
5195,-1033906
5196,-1034806
5197,-1034706
5198,-1027796
5199,-1027596
5200,-1028526
5201,-1032420
5202,-1032220
5203,-1031455
5204,-1032469
5205,-1036069
5206,-1035869
5207,-1035769
5208,-1035569
5209,-1033169
5210,-1032969
5211,-1032359
5212,-1029549
5213,-1029349
5214,-1032419
5215,-1032319
5216,-1032269
5217,-1031801
5218,-1031601
5219,-1031501
5220,-1026473
5221,-1025873
5222,-1024510
5223,-1024915
5224,-1023593
5225,-1023050
5226,-1023945
5227,-1023345
5228,-1026285
5229,-1026185
5230,-1027562
5231,-1026962
5232,-1026762
5233,-1027539
5234,-1027088
5235,-1026988
5236,-1026788
5237,-1026188
5238,-1025988
5239,-1025778
5240,-1025578
5241,-1025278
5242,-1029328
5243,-1029027
5244,-1028827
5245,-1028727
5246,-1029949
5247,-1029849
5248,-1030553
5249,-1030453
5250,-1030253
5251,-1031222
5252,-1031825
5253,-1031225
5254,-1031725
5255,-1031625
5256,-1032179
5257,-1030510
5258,-1030118
5259,-1028918
5260,-1028368
5261,-1028968
5262,-1028768
5263,-1028668
5264,-1032988
5265,-1032388
5266,-1030439
5267,-1030239
5268,-1033839
5269,-1033739
5270,-1033539
5271,-1033239
5272,-1033946
5273,-1036725
5274,-1037253
5275,-1040853
5276,-1040653
5277,-1033453
5278,-1033253
5279,-1032053
5280,-1031853
5281,-1031166
5282,-1030966
5283,-1031266
5284,-1031066
5285,-1030966
5286,-1029766
5287,-1031566
5288,-1033272
5289,-1032972
5290,-1032772
5291,-1035172
5292,-1036129
5293,-1035829
5294,-1032731
5295,-1032631
5296,-1032152
5297,-1031352
5298,-1030886
5299,-1030286
5300,-1035686
5301,-1035586
5302,-1031548
5303,-1031448
5304,-1030990
5305,-1030890
5306,-1031395
5307,-1031905
5308,-1031855
5309,-1031604
5310,-1031554
5311,-1031454
5312,-1031254
5313,-1032454
5314,-1033911
5315,-1032711
5316,-1032511
5317,-1032411
5318,-1032211
5319,-1031911
5320,-1031359
5321,-1031259
5322,-1031059
5323,-1051059
5324,-1050859
5325,-1053607
5326,-1053407
5327,-1054707
5328,-1054339
5329,-1054239
5330,-1054039
5331,-1055959
5332,-1055959
5333,-1055859
5334,-1056565
5335,-1056255
5336,-1056055
5337,-1056797
5338,-1056383
5339,-1057645
5340,-1057076
5341,-1057504
5342,-1058944
5343,-1058525
5344,-1068125
5345,-1068663
5346,-1068613
5347,-1068413
5348,-1071633
5349,-1072133
5350,-1071933
5351,-1061133
5352,-1061083
5353,-1060714
5354,-1060714
5355,-1060118
5356,-1061684
5357,-1061584
5358,-1062003
5359,-1061703
5360,-1061503
5361,-1061203
5362,-1061153
5363,-1054697
5364,-1054647
5365,-1060047
5366,-1059997
5367,-1059897
5368,-1054635
5369,-1053939
5370,-1053889
5371,-1053135
5372,-1052786
5373,-1053266
5374,-1051106
5375,-1051006
5376,-1050806
5377,-1052006
5378,-1051416
5379,-1051316
5380,-1062116
5381,-1062916
5382,-1066241
5383,-1064531
5384,-1064131
5385,-1064031
5386,-1065575
5387,-1070975
5388,-1068275
5389,-1067675
5390,-1056875
5391,-1057371
5392,-1057071
5393,-1057521
5394,-1057521
5395,-1058421
5396,-1055203
5397,-1054995
5398,-1054795
5399,-1054495
5400,-1054095
5401,-1053495
5402,-1050447
5403,-1051501
5404,-1051301
5405,-1053701
5406,-1053501
5407,-1053301
5408,-1053101
5409,-1058501
5410,-1064741
5411,-1064214
5412,-1063914
5413,-1064514
5414,-1064314
5415,-1060714
5416,-1061114
5417,-1061818
5418,-1061768
5419,-1060968
5420,-1060768
5421,-1059928
5422,-1059367
5423,-1058767
5424,-1058567
5425,-1062167
5426,-1061657
5427,-1061557
5428,-1061357
5429,-1060757
5430,-1065860
5431,-1066342
5432,-1068719
5433,-1068719
5434,-1070523
5435,-1069923
5436,-1069723
5437,-1072603
5438,-1072553
5439,-1071493
5440,-1071493
5441,-1076893
5442,-1076693
5443,-1083893
5444,-1083693
5445,-1083093
5446,-1082893
5447,-1082622
5448,-1080668
5449,-1080268
5450,-1080218
5451,-1080118
5452,-1080068
5453,-1079968
5454,-1069168
5455,-1068268
5456,-1069097
5457,-1069903
5458,-1069575
5459,-1070593
5460,-1069742
5461,-1069142
5462,-1069092
5463,-1068292
5464,-1070536
5465,-1073416
5466,-1073216
5467,-1072016
5468,-1070816
5469,-1070516
5470,-1069492
5471,-1064309
5472,-1064109
5473,-1064009
5474,-1063959
5475,-1064359
5476,-1063837
5477,-1064037
5478,-1064537
5479,-1064437
5480,-1063984
5481,-1063884
5482,-1066584
5483,-1067750
5484,-1067550
5485,-1067450
5486,-1067144
5487,-1067044
5488,-1065844
5489,-1065562
5490,-1065362
5491,-1066922
5492,-1067613
5493,-1067313
5494,-1067263
5495,-1066399
5496,-1066199
5497,-1065929
5498,-1064329
5499,-1063729
5500,-1063129
5501,-1065335
5502,-1066678
5503,-1067518
5504,-1076158
5505,-1077383
5506,-1077183
5507,-1075683
5508,-1076411
5509,-1077851
5510,-1079489
5511,-1081889
5512,-1080743
5513,-1080343
5514,-1079543
5515,-1079443
5516,-1072243
5517,-1072143
5518,-1070278
5519,-1069678
5520,-1068053
5521,-1072253
5522,-1072053
5523,-1071953
5524,-1071244
5525,-1073044
5526,-1072844
5527,-1073244
5528,-1076921
5529,-1076704
5530,-1076504
5531,-1075704
5532,-1075504
5533,-1073104
5534,-1074387
5535,-1074287
5536,-1074901
5537,-1074301
5538,-1073185
5539,-1073485
5540,-1072885
5541,-1071933
5542,-1071733
5543,-1072688
5544,-1073023
5545,-1072923
5546,-1078203
5547,-1078803
5548,-1077784
5549,-1081632
5550,-1081432
5551,-1081854
5552,-1086654
5553,-1085057
5554,-1084857
5555,-1084857
5556,-1083999
5557,-1086399
5558,-1086199
5559,-1084360
5560,-1085269
5561,-1086659
5562,-1086459
5563,-1086359
5564,-1085559
5565,-1085459
5566,-1086277
5567,-1086177
5568,-1086724
5569,-1087924
5570,-1087210
5571,-1086910
5572,-1086010
5573,-1085511
5574,-1085311
5575,-1085211
5576,-1087193
5577,-1087093
5578,-1086893
5579,-1085693
5580,-1085493
5581,-1085393
5582,-1082535
5583,-1082335
5584,-1082035
5585,-1081435
5586,-1081385
5587,-1081285
5588,-1081085
5589,-1080880
5590,-1081960
5591,-1081860
5592,-1081450
5593,-1080250
5594,-1079855
5595,-1079755
5596,-1079555
5597,-1079255
5598,-1081655
5599,-1081555
5600,-1081355
5601,-1080955
5602,-1084052
5603,-1082252
5604,-1083617
5605,-1083406
5606,-1083356
5607,-1083065
5608,-1082516
5609,-1082416
5610,-1082366
5611,-1082066
5612,-1083066
5613,-1076884
5614,-1076684
5615,-1076384
5616,-1076184
5617,-1078584
5618,-1079245
5619,-1079145
5620,-1078945
5621,-1078845
5622,-1079145
5623,-1078559
5624,-1077759
5625,-1077659
5626,-1077459
5627,-1077259
5628,-1076851
5629,-1076651
5630,-1076601
5631,-1082001
5632,-1081583
5633,-1081483
5634,-1081433
5635,-1081133
5636,-1080933
5637,-1081657
5638,-1081457
5639,-1085057
5640,-1085911
5641,-1085711
5642,-1085511
5643,-1084843
5644,-1087340
5645,-1087240
5646,-1091290
5647,-1091090
5648,-1090190
5649,-1090090
5650,-1089890
5651,-1088983
5652,-1088933
5653,-1088633
5654,-1088583
5655,-1090546
5656,-1088146
5657,-1088046
5658,-1087996
5659,-1087396
5660,-1084996
5661,-1086299
5662,-1085837
5663,-1085317
5664,-1086388
5665,-1086288
5666,-1084693
5667,-1085593
5668,-1085046
5669,-1084446
5670,-1084446
5671,-1084346
5672,-1084296
5673,-1086696
5674,-1087196
5675,-1086523
5676,-1087023
5677,-1091073
5678,-1090295
5679,-1090195
5680,-1090838
5681,-1091274
5682,-1090539
5683,-1092339
5684,-1091539
5685,-1093939
5686,-1094485
5687,-1094385
5688,-1094185
5689,-1094635
5690,-1095478
5691,-1096278
5692,-1096845
5693,-1096129
5694,-1093384
5695,-1094572
5696,-1093928
5697,-1095457
5698,-1095257
5699,-1094802
5700,-1094602
5701,-1094502
5702,-1101702
5703,-1101075
5704,-1101025
5705,-1101427
5706,-1102316
5707,-1102116
5708,-1101916
5709,-1101816
5710,-1101616
5711,-1101374
5712,-1101774
5713,-1105374
5714,-1105374
5715,-1105074
5716,-1105645
5717,-1105443
5718,-1105243
5719,-1103048
5720,-1102248
5721,-1103990
5722,-1103690
5723,-1107290
5724,-1107841
5725,-1108866
5726,-1108666
5727,-1109837
5728,-1110975
5729,-1110875
5730,-1110675
5731,-1110375
5732,-1110175
5733,-1113775
5734,-1113575
5735,-1113342
5736,-1111847
5737,-1111547
5738,-1111497
5739,-1112121
5740,-1112071
5741,-1111971
5742,-1112787
5743,-1112487
5744,-1112287
5745,-1115887
5746,-1117336
5747,-1114068
5748,-1113868
5749,-1113668
5750,-1113618
5751,-1113518
5752,-1116991
5753,-1116496
5754,-1116296
5755,-1117663
5756,-1115928
5757,-1115628
5758,-1115428
5759,-1117328
5760,-1116998
5761,-1119338
5762,-1119860
5763,-1120654
5764,-1120454
5765,-1120229
5766,-1120179
5767,-1120975
5768,-1120775
5769,-1118375
5770,-1119237
5771,-1119537
5772,-1119191
5773,-1118991
5774,-1118522
5775,-1118255
5776,-1118655
5777,-1118555
5778,-1119529
5779,-1120256
5780,-1121657
5781,-1122244
5782,-1121732
5783,-1121432
5784,-1121232
5785,-1122008
5786,-1121958
5787,-1121858
5788,-1126658
5789,-1124258
5790,-1124058
5791,-1124658
5792,-1125264
5793,-1120290
5794,-1119490
5795,-1119390
5796,-1118820
5797,-1120020
5798,-1120486
5799,-1119286
5800,-1121446
5801,-1121346
5802,-1121987
5803,-1121787
5804,-1123188
5805,-1122732
5806,-1124532
5807,-1124232
5808,-1124032
5809,-1123932
5810,-1123571
5811,-1128971
5812,-1128771
5813,-1127425
5814,-1128624
5815,-1127424
5816,-1127374
5817,-1127074
5818,-1128262
5819,-1127142
5820,-1126942
5821,-1127777
5822,-1128587
5823,-1124987
5824,-1124787
5825,-1125387
5826,-1124822
5827,-1126036
5828,-1127640
5829,-1127540
5830,-1122740
5831,-1122140
5832,-1121940
5833,-1121840
5834,-1121640
5835,-1121040
5836,-1120840
5837,-1120240
5838,-1124080
5839,-1123980
5840,-1123780
5841,-1126180
5842,-1125700
5843,-1125600
5844,-1126138
5845,-1125768
5846,-1125233
5847,-1126603
5848,-1126403
5849,-1128803
5850,-1129739
5851,-1129439
5852,-1129239
5853,-1128939
5854,-1128739
5855,-1128539
5856,-1128339
5857,-1128064
5858,-1128014
5859,-1127470
5860,-1127028
5861,-1126928
5862,-1126878
5863,-1126778
5864,-1115978
5865,-1117418
5866,-1117033
5867,-1121083
5868,-1120883
5869,-1122483
5870,-1122283
5871,-1122183
5872,-1121983
5873,-1123612
5874,-1124541
5875,-1124441
5876,-1124241
5877,-1124141
5878,-1123841
5879,-1113041
5880,-1112711
5881,-1112332
5882,-1110476
5883,-1106115
5884,-1106669
5885,-1107869
5886,-1107669
5887,-1109960
5888,-1109536
5889,-1108936
5890,-1110056
5891,-1109956
5892,-1107788
5893,-1108677
5894,-1108086
5895,-1107986
5896,-1110266
5897,-1110686
5898,-1110636
5899,-1111594
5900,-1110027
5901,-1109927
5902,-1108178
5903,-1107978
5904,-1108378
5905,-1088378
5906,-1086752
5907,-1086652
5908,-1086452
5909,-1090052
5910,-1089852
5911,-1089518
5912,-1088461
5913,-1087665
5914,-1087465
5915,-1088104
5916,-1087700
5917,-1087100
5918,-1087975
5919,-1087875
5920,-1085475
5921,-1086476
5922,-1085676
5923,-1085093
5924,-1084657
5925,-1084057
5926,-1083857
5927,-1085846
5928,-1086146
5929,-1085937
5930,-1086676
5931,-1086125
5932,-1086625
5933,-1085425
5934,-1092625
5935,-1093025
5936,-1093872
5937,-1096862
5938,-1096293
5939,-1096193
5940,-1094141
5941,-1093927
5942,-1092327
5943,-1092027
5944,-1091727
5945,-1091427
