,Cumulative Winnings
2123,-516374
2124,-516887
2125,-520481
2126,-521438
2127,-525542
2128,-525071
2129,-530471
2130,-533709
2131,-530589
2132,-530088
2133,-530848
2134,-532394
2135,-532294
2136,-531611
2137,-532811
2138,-532470
2139,-531870
2140,-531670
2141,-531570
2142,-530927
2143,-530827
2144,-528427
2145,-528127
2146,-528701
2147,-528110
2148,-528110
2149,-529566
2150,-529516
2151,-527203
2152,-527153
2153,-526853
2154,-528144
2155,-527744
2156,-527544
2157,-532944
2158,-532344
2159,-532344
2160,-532144
2161,-532751
2162,-552751
2163,-552651
2164,-553089
2165,-553389
2166,-554399
2167,-554099
2168,-553899
2169,-556059
2170,-555859
2171,-555659
2172,-555609
2173,-556268
2174,-556068
2175,-554868
2176,-554068
2177,-552868
2178,-552818
2179,-552218
2180,-552745
2181,-554545
2182,-554161
2183,-553912
2184,-553312
2185,-552112
2186,-555507
2187,-554307
2188,-554107
2189,-554007
2190,-553807
2191,-556507
2192,-557227
2193,-557127
2194,-558301
2195,-558001
2196,-560128
2197,-559478
2198,-579478
2199,-581278
2200,-581078
2201,-580478
2202,-580131
2203,-580931
2204,-580731
2205,-584781
2206,-585281
2207,-587681
2208,-587631
2209,-587531
2210,-586331
2211,-585948
2212,-585748
2213,-585648
2214,-585231
2215,-584931
2216,-585762
2217,-585662
2218,-585462
2219,-585662
2220,-585612
2221,-584487
2222,-584187
2223,-585687
2224,-587573
2225,-589973
2226,-591773
2227,-591537
2228,-591337
2229,-591037
2230,-591631
2231,-591031
2232,-591531
2233,-591231
2234,-591973
2235,-597373
2236,-597323
2237,-597223
2238,-593623
2239,-593423
2240,-591979
2241,-591379
2242,-591329
2243,-590729
2244,-590679
2245,-589479
2246,-587867
2247,-598667
2248,-599450
2249,-598250
2250,-595050
2251,-594850
2252,-594421
2253,-593373
2254,-592137
2255,-591294
2256,-591094
2257,-590994
2258,-589794
2259,-600594
2260,-600544
2261,-599725
2262,-599125
2263,-597208
2264,-597008
2265,-596708
2266,-596508
2267,-600972
2268,-602652
2269,-603072
2270,-602872
2271,-602772
2272,-606524
2273,-606424
2274,-606924
2275,-606824
2276,-606469
2277,-605869
2278,-604874
2279,-604199
2280,-603999
2281,-604943
2282,-601743
2283,-601501
2284,-601301
2285,-600928
2286,-602734
2287,-602481
2288,-604381
2289,-603367
2290,-602830
2291,-602530
2292,-602330
2293,-602130
2294,-622130
2295,-622888
2296,-622322
2297,-619922
2298,-618864
2299,-618331
2300,-616820
2301,-616104
2302,-615504
2303,-619554
2304,-620150
2305,-620050
2306,-619438
2307,-619338
2308,-617705
2309,-617605
2310,-617405
2311,-617856
2312,-617656
2313,-618056
2314,-616856
2315,-619736
2316,-620241
2317,-619841
2318,-619301
2319,-624701
2320,-622772
2321,-622672
2322,-622229
2323,-623679
2324,-622479
2325,-621879
2326,-621489
2327,-621389
2328,-621189
2329,-621589
2330,-622110
2331,-621810
2332,-622796
2333,-620996
2334,-620096
2335,-619496
2336,-619296
2337,-618996
2338,-618946
2339,-618346
2340,-620146
2341,-627346
2342,-627146
2343,-625346
2344,-624936
2345,-624836
2346,-624636
2347,-622836
2348,-622436
2349,-626036
2350,-626436
2351,-626336
2352,-626136
2353,-628536
2354,-628336
2355,-627736
2356,-627536
2357,-627436
2358,-622891
2359,-623491
2360,-619689
2361,-620889
2362,-620466
2363,-620237
2364,-619437
2365,-622969
2366,-622769
2367,-622569
2368,-622519
2369,-622312
2370,-622112
2371,-622012
2372,-621812
2373,-616412
2374,-617374
2375,-618974
2376,-624374
2377,-624105
2378,-624055
2379,-622430
2380,-622380
2381,-627780
2382,-627580
2383,-626380
2384,-624915
2385,-622275
2386,-621479
2387,-621379
2388,-621179
2389,-617579
2390,-617579
2391,-617279
2392,-617229
2393,-619629
2394,-619579
2395,-619367
2396,-618955
2397,-622413
2398,-622113
2399,-623073
2400,-623848
2401,-623748
2402,-624920
2403,-623720
2404,-621044
2405,-621344
2406,-621144
2407,-621044
2408,-620844
2409,-620322
2410,-620122
2411,-619522
2412,-622631
2413,-623320
2414,-623120
2415,-623020
2416,-619420
2417,-619320
2418,-619120
2419,-639120
2420,-638920
2421,-638220
2422,-637420
2423,-636932
2424,-636732
2425,-636217
2426,-635375
2427,-615375
2428,-616299
2429,-615699
2430,-615399
2431,-617743
2432,-618555
2433,-616755
2434,-616555
2435,-615164
2436,-614710
2437,-616510
2438,-615564
2439,-616276
2440,-615893
2441,-615293
2442,-615093
2443,-614493
2444,-621213
2445,-620751
2446,-623861
2447,-623761
2448,-627135
2449,-635235
2450,-635035
2451,-635035
2452,-630191
2453,-629871
2454,-623631
2455,-623113
2456,-622697
2457,-622597
2458,-617442
2459,-616957
2460,-618253
2461,-617053
2462,-616645
2463,-616025
2464,-615825
2465,-615725
2466,-615675
2467,-615575
2468,-615375
2469,-615151
2470,-615619
2471,-615519
2472,-614020
2473,-613920
2474,-613870
2475,-612978
2476,-612578
2477,-614644
2478,-614594
2479,-614040
2480,-613840
2481,-613640
2482,-612840
2483,-612540
2484,-613235
2485,-613135
2486,-612335
2487,-611135
2488,-610935
2489,-610835
2490,-610396
2491,-611254
2492,-610835
2493,-610635
2494,-610585
2495,-610485
2496,-610285
2497,-609607
2498,-609407
2499,-608961
2500,-608512
2501,-606712
2502,-606512
2503,-606412
2504,-609466
2505,-610126
2506,-609926
2507,-610790
2508,-610740
2509,-610640
2510,-612080
2511,-611980
2512,-611587
2513,-611487
2514,-611287
2515,-612187
2516,-611887
2517,-611787
2518,-611737
2519,-611437
2520,-611129
2521,-610529
2522,-610329
2523,-610229
2524,-610229
2525,-609353
2526,-607809
2527,-607809
2528,-603729
2529,-603389
2530,-603189
2531,-601389
2532,-600797
2533,-600497
2534,-599344
2535,-599044
2536,-598994
2537,-598694
2538,-598994
2539,-598894
2540,-597694
2541,-597594
2542,-601914
2543,-601814
2544,-601105
2545,-600505
2546,-600305
2547,-600205
2548,-605485
2549,-607833
2550,-608565
2551,-608332
2552,-609798
2553,-609537
2554,-608607
2555,-608207
2556,-608157
2557,-608057
2558,-607857
2559,-607757
2560,-607557
2561,-607357
2562,-606012
2563,-606812
2564,-605612
2565,-605512
2566,-605197
2567,-607597
2568,-607129
2569,-607029
2570,-606829
2571,-607629
2572,-610437
2573,-610337
2574,-610137
2575,-609837
2576,-609637
2577,-609437
2578,-609237
2579,-608581
2580,-608381
2581,-608794
2582,-608744
2583,-608644
2584,-608444
2585,-609404
2586,-611524
2587,-611109
2588,-611759
2589,-611541
2590,-611341
2591,-611241
2592,-611041
2593,-610941
2594,-611819
2595,-611519
2596,-609197
2597,-609616
2598,-609416
2599,-609316
2600,-609816
2601,-611744
2602,-611544
2603,-611244
2604,-610712
2605,-614492
2606,-614442
2607,-614342
2608,-614142
2609,-614042
2610,-616711
2611,-617139
2612,-616014
2613,-616435
2614,-616235
2615,-616955
2616,-618682
2617,-619359
2618,-619159
2619,-621476
2620,-621426
2621,-621326
2622,-620496
2623,-619896
2624,-619846
2625,-619446
2626,-618454
2627,-618054
2628,-617454
2629,-616854
2630,-617275
2631,-618075
2632,-618025
2633,-618493
2634,-618293
2635,-619944
2636,-619500
2637,-619961
2638,-619761
2639,-619009
2640,-618612
2641,-618339
2642,-617539
2643,-617439
2644,-617939
2645,-617428
2646,-617378
2647,-617907
2648,-617857
2649,-617657
2650,-618174
2651,-619374
2652,-619174
2653,-618974
2654,-618506
2655,-620906
2656,-621309
2657,-621729
2658,-621529
2659,-621932
2660,-622232
2661,-621954
2662,-621754
2663,-621454
2664,-621254
2665,-620954
2666,-620154
2667,-619754
2668,-620359
2669,-621559
2670,-621359
2671,-622490
2672,-622290
2673,-622190
2674,-621990
2675,-622390
2676,-622190
2677,-621458
2678,-621258
2679,-620428
2680,-620228
2681,-619928
2682,-620822
2683,-620622
2684,-621072
2685,-620972
2686,-621986
2687,-621786
2688,-621586
2689,-626986
2690,-625681
2691,-624977
2692,-615377
2693,-613014
2694,-612814
2695,-612514
2696,-612464
2697,-611864
2698,-611564
2699,-612687
2700,-613677
2701,-613977
2702,-613777
2703,-613677
2704,-617997
2705,-617897
2706,-617697
2707,-612297
2708,-616377
2709,-615519
2710,-612644
2711,-612544
2712,-612344
2713,-613001
2714,-612426
2715,-611199
2716,-610999
2717,-610899
2718,-610849
2719,-610749
2720,-613107
2721,-612807
2722,-613580
2723,-613580
2724,-614353
2725,-614253
2726,-614053
2727,-613781
2728,-612888
2729,-612624
2730,-612107
2731,-611807
2732,-611607
2733,-611507
2734,-610051
2735,-609451
2736,-609051
2737,-608951
2738,-608901
2739,-609201
2740,-609001
2741,-608201
2742,-608001
2743,-607801
2744,-608609
2745,-605009
2746,-604809
2747,-605409
2748,-605209
2749,-605109
2750,-604747
2751,-606547
2752,-602947
2753,-601872
2754,-602392
2755,-602178
2756,-601378
2757,-601278
2758,-601078
2759,-601595
2760,-601545
2761,-602423
2762,-602079
2763,-601779
2764,-598209
2765,-593727
2766,-591386
2767,-593186
2768,-592986
2769,-592741
2770,-591541
2771,-593701
2772,-595176
2773,-595076
2774,-600476
2775,-600276
2776,-599915
2777,-600365
2778,-600665
2779,-599121
2780,-600120
2781,-600020
2782,-599505
2783,-601492
2784,-601292
2785,-601892
2786,-621892
2787,-621792
2788,-621592
2789,-620392
2790,-619851
2791,-620364
2792,-620164
2793,-622564
2794,-620939
2795,-619850
2796,-618616
2797,-616816
2798,-617439
2799,-620288
2800,-619988
2801,-622278
2802,-622078
2803,-621978
2804,-624094
2805,-625894
2806,-626394
2807,-625454
2808,-623854
2809,-624518
2810,-624109
2811,-625009
2812,-627449
2813,-627249
2814,-627049
2815,-626949
2816,-626546
2817,-626446
2818,-627689
2819,-627589
2820,-628867
2821,-628467
2822,-628101
2823,-627501
2824,-629803
2825,-629703
2826,-629503
2827,-628903
2828,-628853
2829,-628471
2830,-628271
2831,-627071
2832,-627857
2833,-624257
2834,-624057
2835,-623657
2836,-623457
2837,-624257
2838,-625077
2839,-624477
2840,-625765
2841,-625100
2842,-625500
2843,-623779
2844,-623729
2845,-623629
2846,-622887
2847,-622587
2848,-622387
2849,-622287
2850,-622953
2851,-620553
2852,-621073
2853,-620811
2854,-620011
2855,-619381
2856,-620676
2857,-620389
2858,-619989
2859,-619889
2860,-619839
2861,-620547
2862,-640547
2863,-639947
2864,-640738
2865,-640638
2866,-640438
2867,-641235
2868,-642235
2869,-642135
2870,-641677
2871,-642872
2872,-642672
2873,-643472
2874,-644119
2875,-644319
2876,-644119
2877,-643801
2878,-645923
2879,-665923
2880,-665451
2881,-665051
2882,-664851
2883,-664651
2884,-664147
2885,-662947
2886,-662467
2887,-668317
2888,-668267
2889,-667467
2890,-671248
2891,-671148
2892,-670948
2893,-670348
2894,-669399
2895,-670204
2896,-670004
2897,-669704
2898,-669504
2899,-670704
2900,-670504
2901,-671104
2902,-670904
2903,-670604
2904,-670304
2905,-668706
2906,-668506
2907,-668406
2908,-670686
2909,-670386
2910,-670186
2911,-669986
2912,-671074
2913,-676114
2914,-673943
2915,-674398
2916,-674198
2917,-674098
2918,-674843
2919,-674525
2920,-674197
2921,-674797
2922,-682175
2923,-681575
2924,-681161
2925,-681061
2926,-680530
2927,-680230
2928,-678106
2929,-678006
2930,-677956
2931,-681556
2932,-681212
2933,-684243
2934,-684043
2935,-684743
2936,-684543
2937,-684143
2938,-683791
2939,-685591
2940,-685391
2941,-691391
2942,-690388
2943,-689788
2944,-689139
2945,-689539
2946,-689204
2947,-688988
2948,-691316
2949,-693716
2950,-693666
2951,-693566
2952,-693366
2953,-695099
2954,-694899
2955,-694173
2956,-694123
2957,-693523
2958,-693155
2959,-691355
2960,-690793
2961,-690693
2962,-690228
2963,-690128
2964,-689928
2965,-691128
2966,-691078
2967,-691786
2968,-690186
2969,-693786
2970,-692284
2971,-694084
2972,-693538
2973,-693438
2974,-692638
2975,-692338
2976,-691906
2977,-691706
2978,-690506
2979,-691028
2980,-690443
2981,-688043
2982,-687566
2983,-687466
2984,-687266
2985,-686966
2986,-688748
2987,-689348
2988,-689348
2989,-690271
2990,-690071
2991,-689971
2992,-689483
2993,-689383
2994,-689183
2995,-692783
2996,-692333
2997,-695318
2998,-694816
2999,-694716
3000,-694516
3001,-695116
3002,-692416
3003,-692316
3004,-691325
3005,-691025
3006,-690825
3007,-690225
3008,-691243
3009,-691143
3010,-690943
3011,-690843
3012,-691343
3013,-691243
3014,-691043
3015,-690800
3016,-690086
3017,-689486
3018,-688988
3019,-686888
3020,-689323
3021,-689023
3022,-690937
3023,-690837
3024,-691446
3025,-690846
3026,-692020
3027,-690840
3028,-690790
3029,-691090
3030,-695890
3031,-699490
3032,-701492
3033,-701392
3034,-701192
3035,-701992
3036,-700472
3037,-700217
3038,-699417
3039,-700467
3040,-701721
3041,-701621
3042,-701321
3043,-702521
3044,-701608
3045,-701208
3046,-701008
3047,-700424
3048,-700224
3049,-700024
3050,-699974
3051,-699874
3052,-704194
3053,-714994
3054,-714354
3055,-714254
3056,-713689
3057,-714424
3058,-714098
3059,-713998
3060,-715381
3061,-713581
3062,-712381
3063,-713967
3064,-713917
3065,-713517
3066,-712317
3067,-711774
3068,-709074
3069,-709374
3070,-708933
3071,-707733
3072,-707533
3073,-708908
3074,-708708
3075,-705108
3076,-705058
3077,-705796
3078,-705196
3079,-705396
3080,-704959
3081,-704723
3082,-704293
3083,-703993
3084,-703507
3085,-703207
3086,-703157
3087,-705437
3088,-707837
3089,-707737
3090,-707537
3091,-707184
3092,-702384
3093,-704664
3094,-704464
3095,-706864
3096,-706814
3097,-705801
3098,-705396
3099,-703596
3100,-703180
3101,-703080
3102,-702880
3103,-702680
3104,-702480
3105,-702380
3106,-701444
3107,-703844
3108,-704348
3109,-705358
3110,-705158
3111,-704958
3112,-703432
3113,-703432
3114,-703382
3115,-703082
3116,-703798
3117,-704213
3118,-704013
3119,-703913
3120,-704217
3121,-703726
3122,-703676
3123,-703476
3124,-703276
3125,-703176
3126,-703126
3127,-702526
3128,-702326
3129,-702226
3130,-701855
3131,-702771
3132,-702571
3133,-702471
3134,-702771
3135,-702571
3136,-703087
3137,-704927
3138,-704727
3139,-704527
3140,-704145
3141,-704722
3142,-704122
3143,-703822
3144,-704654
3145,-704554
3146,-709954
3147,-709854
3148,-709054
3149,-708754
3150,-709174
3151,-711073
3152,-712828
3153,-711928
3154,-711402
3155,-718602
3156,-718402
3157,-719002
3158,-718802
3159,-720477
3160,-718915
3161,-711715
3162,-712982
3163,-711400
3164,-710200
3165,-712720
3166,-712520
3167,-712420
3168,-711930
3169,-717330
3170,-721147
3171,-721047
3172,-720847
3173,-700847
3174,-700797
3175,-701097
3176,-701047
3177,-700947
3178,-702201
3179,-700401
3180,-700201
3181,-699921
3182,-699526
3183,-699426
3184,-698226
3185,-700866
3186,-699966
3187,-699077
3188,-698877
3189,-698645
3190,-698445
3191,-697845
3192,-699735
3193,-699935
3194,-699735
3195,-699042
3196,-701322
3197,-701022
3198,-701022
3199,-702894
3200,-702844
3201,-702244
3202,-700861
3203,-720861
3204,-720661
3205,-720361
3206,-719929
3207,-719829
3208,-719629
3209,-719529
3210,-719329
3211,-718129
3212,-717697
3213,-717597
3214,-722997
3215,-722897
3216,-722541
3217,-722541
3218,-723150
3219,-723050
3220,-723586
3221,-722386
3222,-722186
3223,-721853
3224,-721653
3225,-720853
3226,-720653
3227,-716603
3228,-718809
3229,-719229
3230,-717556
3231,-717856
3232,-717806
3233,-717206
3234,-715972
3235,-726772
3236,-726722
3237,-726522
3238,-726322
3239,-725122
3240,-725072
3241,-725472
3242,-725272
3243,-725172
3244,-725122
3245,-723592
3246,-723392
3247,-722984
3248,-722394
3249,-718794
3250,-718594
3251,-717994
3252,-717794
3253,-712394
3254,-712194
3255,-712094
3256,-711894
3257,-714534
3258,-714334
3259,-714934
3260,-714884
3261,-718484
3262,-718284
3263,-716517
3264,-716467
3265,-716898
3266,-716698
3267,-721378
3268,-721043
3269,-720943
3270,-720743
3271,-720290
3272,-723919
3273,-723919
3274,-723719
3275,-723119
3276,-723970
3277,-723870
3278,-722128
3279,-722028
3280,-721427
3281,-721968
3282,-722368
3283,-722141
3284,-721941
3285,-721741
3286,-721437
3287,-723650
3288,-723133
3289,-723033
3290,-722983
3291,-722736
3292,-722536
3293,-722236
3294,-722914
3295,-724109
3296,-724538
3297,-724438
3298,-725889
3299,-727478
3300,-727278
3301,-731958
3302,-731758
3303,-732058
3304,-731311
3305,-731211
3306,-731011
3307,-730711
3308,-728196
3309,-727588
3310,-726388
3311,-726088
3312,-725888
3313,-725628
3314,-725428
3315,-725328
3316,-725128
3317,-745128
3318,-744425
3319,-743688
3320,-743388
3321,-742788
3322,-743188
3323,-742944
3324,-750144
3325,-751970
3326,-751920
3327,-751620
3328,-752750
3329,-752132
3330,-752082
3331,-751982
3332,-751782
3333,-750421
3334,-750221
3335,-750121
3336,-749746
3337,-750546
3338,-750496
3339,-750396
3340,-750196
3341,-749692
3342,-753292
3343,-755692
3344,-755492
3345,-755392
3346,-755054
3347,-762254
3348,-762054
3349,-761730
3350,-761530
3351,-763450
3352,-763956
3353,-763856
3354,-763656
3355,-763456
3356,-763973
3357,-763873
3358,-763823
3359,-764243
3360,-764193
3361,-765646
3362,-765446
3363,-765346
3364,-767897
3365,-767297
3366,-768377
3367,-768077
3368,-767877
3369,-767777
3370,-766994
3371,-769557
3372,-766974
3373,-766674
3374,-766474
3375,-766374
3376,-765620
3377,-765520
3378,-765320
3379,-764720
3380,-767240
3381,-787240
3382,-786652
3383,-786552
3384,-786352
3385,-786152
3386,-787602
3387,-787402
3388,-787352
3389,-786552
3390,-787952
3391,-789632
3392,-789432
3393,-791832
3394,-791466
3395,-791166
3396,-790750
3397,-793150
3398,-793450
3399,-797050
3400,-790330
3401,-790230
3402,-790030
3403,-792808
3404,-792433
3405,-792133
3406,-792735
3407,-792135
3408,-792085
3409,-791485
3410,-791285
3411,-791185
3412,-790985
3413,-790585
3414,-789685
3415,-789485
3416,-787085
3417,-786451
3418,-787801
3419,-789001
3420,-788951
3421,-788851
3422,-794251
3423,-794151
3424,-794101
3425,-793332
3426,-793032
3427,-792289
3428,-791367
3429,-791067
3430,-790367
3431,-790067
3432,-790017
3433,-790017
3434,-789967
3435,-789867
3436,-789817
3437,-789217
3438,-789017
3439,-790617
3440,-792597
3441,-792497
3442,-772497
3443,-771166
3444,-770318
3445,-769306
3446,-770706
3447,-770606
3448,-771901
3449,-771497
3450,-771998
3451,-775598
3452,-775398
3453,-775698
3454,-770713
3455,-770613
3456,-770413
3457,-770713
3458,-770663
3459,-770197
3460,-769800
3461,-768000
3462,-766431
3463,-766131
3464,-770667
3465,-771167
3466,-770367
3467,-770049
3468,-769644
3469,-771444
3470,-791444
3471,-791244
3472,-790888
3473,-791705
3474,-791505
3475,-791405
3476,-791205
3477,-790905
3478,-790105
3479,-789893
3480,-789693
3481,-790113
3482,-789733
3483,-789633
3484,-789433
3485,-788991
3486,-788791
3487,-788561
3488,-788361
3489,-787761
3490,-787461
3491,-787361
3492,-787311
3493,-787111
3494,-786911
3495,-786311
3496,-793511
3497,-794453
3498,-792595
3499,-796195
3500,-796762
3501,-796662
3502,-797162
3503,-796534
3504,-795934
3505,-794134
3506,-794651
3507,-795051
3508,-794851
3509,-795398
3510,-795198
3511,-794491
3512,-798627
3513,-802227
3514,-802177
3515,-802077
3516,-801877
3517,-801277
3518,-801227
3519,-801527
3520,-797685
3521,-797585
3522,-808385
3523,-809832
3524,-809632
3525,-808832
3526,-808343
3527,-813743
3528,-813265
3529,-813165
3530,-809085
3531,-808663
3532,-810733
3533,-811317
3534,-811117
3535,-812237
3536,-813530
3537,-813230
3538,-810830
3539,-810730
3540,-810530
3541,-813736
3542,-813428
3543,-813919
3544,-825368
3545,-825068
3546,-825018
3547,-823218
3548,-822404
3549,-822104
3550,-821698
3551,-821398
3552,-824266
3553,-824166
3554,-825197
3555,-824897
3556,-824697
3557,-822897
3558,-824253
3559,-824153
3560,-824857
3561,-824257
3562,-824757
3563,-824757
3564,-824339
3565,-823177
3566,-823806
3567,-823706
3568,-823368
3569,-826968
3570,-826068
3571,-825868
3572,-825668
3573,-825463
3574,-823970
3575,-820370
3576,-822170
3577,-818570
3578,-818059
3579,-817959
3580,-817468
3581,-817168
3582,-816850
3583,-815650
3584,-816098
3585,-815798
3586,-816243
3587,-816043
3588,-814843
3589,-814019
3590,-810419
3591,-811019
3592,-810621
3593,-810021
3594,-809971
3595,-808771
3596,-810119
3597,-804719
3598,-804519
3599,-806285
3600,-805238
3601,-805138
3602,-805736
3603,-806276
3604,-812996
3605,-812896
3606,-812113
3607,-813913
3608,-813713
3609,-812513
3610,-812313
3611,-820413
3612,-820099
3613,-819799
3614,-818609
3615,-819009
3616,-814849
3617,-820249
3618,-821572
3619,-821472
3620,-821099
3621,-820999
3622,-819686
3623,-819586
3624,-819386
3625,-827486
3626,-838286
3627,-838186
3628,-837756
3629,-837656
3630,-837606
3631,-837506
3632,-836678
3633,-836149
3634,-835722
3635,-836122
3636,-835922
3637,-835522
3638,-835322
3639,-835022
3640,-836326
3641,-836072
3642,-836022
3643,-836469
3644,-837637
3645,-837437
3646,-826637
3647,-825375
3648,-825175
3649,-826975
3650,-826656
3651,-826556
3652,-827586
3653,-825150
3654,-820376
3655,-820976
3656,-820070
3657,-821570
3658,-819937
3659,-820623
3660,-819726
3661,-819234
3662,-818034
3663,-817434
3664,-817234
3665,-816477
3666,-816277
3667,-816377
3668,-816327
3669,-816227
3670,-816027
3671,-815515
3672,-815315
3673,-814115
3674,-814615
3675,-814145
3676,-813801
3677,-814101
3678,-813301
3679,-814101
3680,-813547
3681,-813447
3682,-815847
3683,-816647
3684,-816447
3685,-816347
3686,-817263
3687,-817163
3688,-816863
3689,-816763
3690,-816563
3691,-816163
3692,-815737
3693,-815537
3694,-815487
3695,-814887
3696,-814687
3697,-815964
3698,-818664
3699,-818364
3700,-819015
3701,-818915
3702,-818715
3703,-818325
3704,-817653
3705,-817053
3706,-817003
3707,-816803
3708,-818968
3709,-819508
3710,-819308
3711,-819073
3712,-822246
3713,-822879
3714,-825663
3715,-827070
3716,-826870
3717,-826770
3718,-826570
3719,-841690
3720,-841235
3721,-841135
3722,-840614
3723,-840014
3724,-842414
3725,-842992
3726,-842792
3727,-843592
3728,-842656
3729,-842556
3730,-842506
3731,-841906
3732,-841706
3733,-839441
3734,-839741
3735,-840161
3736,-839961
3737,-839361
3738,-838834
3739,-839434
3740,-838634
3741,-838434
3742,-837930
3743,-846030
3744,-845830
3745,-845627
3746,-845427
3747,-844801
3748,-844456
3749,-844356
3750,-845346
3751,-845046
3752,-845686
3753,-845586
3754,-845386
3755,-844786
3756,-845311
3757,-845108
3758,-844908
3759,-843521
3760,-842955
3761,-844222
3762,-845532
3763,-844986
3764,-846487
3765,-846387
3766,-845007
3767,-843409
3768,-851509
3769,-851209
3770,-851009
3771,-857438
3772,-857238
3773,-868038
3774,-867838
3775,-867305
3776,-867105
3777,-866505
3778,-865905
3779,-865805
3780,-867104
3781,-877904
3782,-877704
3783,-877604
3784,-877404
3785,-877304
3786,-877254
3787,-880854
3788,-882906
3789,-885306
3790,-886037
3791,-885837
3792,-881877
3793,-901877
3794,-900077
3795,-910877
3796,-910677
3797,-910438
3798,-910388
3799,-909483
3800,-907543
3801,-907143
3802,-906742
3803,-909622
3804,-909422
3805,-909122
3806,-908774
3807,-908674
3808,-911074
3809,-910974
3810,-910774
3811,-911174
3812,-913874
3813,-913774
3814,-913574
3815,-914414
3816,-907214
3817,-908414
3818,-907614
3819,-908814
3820,-908614
3821,-907414
3822,-907914
3823,-907614
3824,-907414
3825,-911136
3826,-910936
3827,-910336
3828,-909705
3829,-916905
3830,-916278
3831,-916003
3832,-915953
3833,-917553
3834,-916353
3835,-916253
3836,-916053
3837,-913953
3838,-913615
3839,-912415
3840,-912365
3841,-912040
3842,-916840
3843,-916740
3844,-917540
3845,-917440
3846,-917240
3847,-917140
3848,-923584
3849,-922984
3850,-922784
3851,-922684
3852,-924089
3853,-925439
3854,-925239
3855,-920199
3856,-921202
3857,-917242
3858,-916620
3859,-915420
3860,-908220
3861,-907620
3862,-906233
3863,-906133
3864,-905126
3865,-904312
3866,-884312
3867,-884212
3868,-884162
3869,-883740
3870,-883540
3871,-883740
3872,-882559
3873,-882325
3874,-882125
3875,-882025
3876,-881975
3877,-883175
3878,-882775
3879,-882175
3880,-890275
3881,-890175
3882,-888975
3883,-888975
3884,-888375
3885,-886527
3886,-889533
3887,-889433
3888,-892633
3889,-890833
3890,-890497
3891,-890212
3892,-891136
3893,-890545
3894,-889554
3895,-888958
3896,-888272
3897,-888172
3898,-888122
3899,-886957
3900,-886357
3901,-885900
3902,-881100
3903,-881976
3904,-881176
3905,-880876
3906,-886276
3907,-886176
3908,-886126
3909,-884326
3910,-884126
3911,-883826
3912,-883776
3913,-883676
3914,-883626
3915,-883226
3916,-882331
3917,-882106
3918,-883348
3919,-882812
3920,-882362
3921,-881810
3922,-882544
3923,-885044
3924,-884994
3925,-884394
3926,-884194
3927,-883103
3928,-882903
3929,-885303
3930,-885103
3931,-884903
3932,-883651
3933,-883551
3934,-883501
3935,-885301
3936,-882574
3937,-882474
3938,-882274
3939,-882274
3940,-880839
3941,-880381
3942,-880331
3943,-880931
3944,-882771
3945,-882671
3946,-882621
3947,-886221
3948,-886021
3949,-885921
3950,-885721
3951,-873571
3952,-874583
3953,-875003
3954,-873531
3955,-873431
3956,-873751
3957,-872246
3958,-874046
3959,-873946
3960,-873411
3961,-871811
3962,-871611
3963,-869811
3964,-870776
3965,-870676
3966,-871176
3967,-876576
3968,-875976
3969,-875676
3970,-879276
3971,-886476
3972,-886426
3973,-890026
3974,-889648
3975,-889348
3976,-889148
3977,-889048
3978,-888848
3979,-887648
3980,-891248
3981,-891848
3982,-893694
3983,-893594
3984,-893544
3985,-882744
3986,-895704
3987,-898104
3988,-896415
3989,-896815
3990,-896224
3991,-895509
3992,-896830
3993,-896230
3994,-895630
3995,-896130
3996,-895930
3997,-895830
3998,-892328
3999,-892028
4000,-891648
4001,-891365
4002,-891165
4003,-891065
4004,-890405
4005,-890005
4006,-889805
4007,-888605
4008,-889534
4009,-888639
4010,-889261
4011,-888461
4012,-888411
4013,-888311
4014,-888311
4015,-888211
4016,-888161
4017,-889001
4018,-888801
4019,-890401
4020,-890201
4021,-891501
4022,-891301
4023,-890852
4024,-890852
4025,-894452
4026,-894252
4027,-893993
4028,-893393
4029,-893293
4030,-891756
4031,-888156
4032,-887956
4033,-890356
4034,-892156
4035,-891756
4036,-890862
4037,-891278
4038,-891078
4039,-911078
4040,-910878
4041,-911278
4042,-911228
4043,-910628
4044,-905228
4045,-905128
4046,-904828
4047,-902428
4048,-902378
4049,-902778
4050,-901578
4051,-900968
4052,-900768
4053,-900668
4054,-900091
4055,-898891
4056,-898531
4057,-898231
4058,-897371
4059,-896171
4060,-897309
4061,-897709
4062,-897131
4063,-897031
4064,-896671
4065,-896160
4066,-895960
4067,-898360
4068,-898160
4069,-898876
4070,-897976
4071,-899176
4072,-898976
4073,-898876
4074,-898676
4075,-887876
4076,-888467
4077,-889067
4078,-888867
4079,-888313
4080,-888833
4081,-888733
4082,-889688
4083,-889588
4084,-889288
4085,-890008
4086,-890308
4087,-890208
4088,-890158
4089,-889558
4090,-889358
4091,-888758
4092,-887958
4093,-888840
4094,-888640
4095,-888540
4096,-888111
4097,-888663
4098,-888298
4099,-888198
4100,-887998
4101,-888398
4102,-888198
4103,-887598
4104,-887398
4105,-886143
4106,-887171
4107,-887071
4108,-886037
4109,-883637
4110,-883437
4111,-883215
4112,-883978
4113,-883417
4114,-884305
4115,-884105
4116,-884676
4117,-884576
4118,-884376
4119,-885266
4120,-878066
