,Cumulative Winnings
1874,-456349
1875,-456249
1876,-455049
1877,-454949
1878,-454749
1879,-454649
1880,-454599
1881,-454674
1882,-454374
1883,-454274
1884,-454424
1885,-454324
1886,-454474
1887,-454374
1888,-454524
1889,-454424
1890,-454224
1891,-454124
1892,-454074
1893,-454149
1894,-454299
1895,-454749
1896,-454349
1897,-454249
1898,-454049
1899,-453949
1900,-454099
1901,-454174
1902,-453974
1903,-453874
1904,-453474
1905,-453374
1906,-457874
1907,-457949
1908,-457749
1909,-457649
1910,-457349
1911,-457424
1912,-457574
1913,-457274
1914,-458024
1915,-458024
1916,-457524
1917,-457524
1918,-457324
1919,-457224
1920,-457024
1921,-456724
1922,-456524
1923,-456599
1924,-456399
1925,-455799
1926,-455499
1927,-455399
1928,-456524
1929,-456224
1930,-456174
1931,-456174
1932,-455974
1933,-455874
1934,-456024
1935,-456024
1936,-455824
1937,-455724
1938,-455874
1939,-456324
1940,-455924
1941,-455999
1942,-455799
1943,-455874
1944,-455474
1945,-455474
1946,-455274
1947,-455174
1948,-454974
1949,-454974
1950,-454924
1951,-454999
1952,-455149
1953,-455049
1954,-455799
1955,-455499
1956,-455299
1957,-455374
1958,-455324
1959,-456224
1960,-455924
1961,-455824
1962,-455774
1963,-455924
1964,-455724
1965,-455624
1966,-455424
1967,-455324
1968,-456074
1969,-456149
1970,-456099
1971,-456174
1972,-456324
1973,-456224
1974,-458306
1975,-461006
1976,-460606
1977,-460681
1978,-460481
1979,-460381
1980,-460331
1981,-460231
1982,-460031
1983,-460031
1984,-459831
1985,-459831
1986,-459431
1987,-458531
1988,-458681
1989,-458756
1990,-458556
1991,-465531
1992,-465481
1993,-465181
1994,-465131
1995,-465031
1996,-465181
1997,-465256
1998,-465406
1999,-465306
2000,-465106
2001,-465006
2002,-465156
2003,-465056
2004,-465206
2005,-465281
2006,-465081
2007,-464981
2008,-464681
2009,-464756
2010,-464556
2011,-463956
2012,-464106
2013,-464181
2014,-464131
2015,-464206
2016,-463906
2017,-463806
2018,-463606
2019,-463506
2020,-463206
2021,-463281
2022,-462681
2023,-462581
2024,-462381
2025,-462281
2026,-463031
2027,-462731
2028,-462731
2029,-462731
2030,-462531
2031,-462606
2032,-462206
2033,-462281
2034,-462431
2035,-482431
2036,-482231
2037,-481931
2038,-481731
2039,-481631
2040,-481431
2041,-481331
2042,-481481
2043,-481381
2044,-481181
2045,-481081
2046,-480881
2047,-480781
2048,-480581
2049,-480481
2050,-480431
2051,-480431
2052,-480581
2053,-480481
2054,-480281
2055,-480081
2056,-479331
2057,-479781
2058,-483531
2059,-503531
2060,-502781
2061,-502681
2062,-502481
2063,-522481
2064,-522281
2065,-522356
2066,-522306
2067,-522206
2068,-521806
2069,-521506
2070,-521656
2071,-521356
2072,-521356
2073,-521056
2074,-521506
2075,-521206
2076,-521006
2077,-521006
2078,-520806
2079,-520881
2080,-520681
2081,-519931
2082,-519531
2083,-519606
2084,-519556
2085,-519456
2086,-519606
2087,-519006
2088,-518956
2089,-518956
2090,-519706
2091,-539706
2092,-538806
2093,-538881
2094,-538681
2095,-538681
2096,-538631
2097,-539081
2098,-538881
2099,-538956
2100,-538656
2101,-541468.5
2102,-541618.5
2103,-541518.5
2104,-561518.5
2105,-581518.5
2106,-581968.5
2107,-582043.5
2108,-581843.5
2109,-581743.5
2110,-581893.5
2111,-582493.5
2112,-582443.5
2113,-582143.5
2114,-582093.5
2115,-581093.5
2116,-581993.5
2117,-582068.5
2118,-582818.5
2119,-582718.5
2120,-582518.5
2121,-582418.5
2122,-582568.5
2123,-582643.5
2124,-582793.5
2125,-582793.5
2126,-582493.5
2127,-582393.5
2128,-582543.5
2129,-582443.5
2130,-582243.5
2131,-582318.5
2132,-584118.5
2133,-584018.5
2134,-583818.5
2135,-583818.5
2136,-583768.5
2137,-583843.5
2138,-583543.5
2139,-583618.5
2140,-584068.5
2141,-583968.5
2142,-583768.5
2143,-583843.5
2144,-583993.5
2145,-583993.5
2146,-583793.5
2147,-583693.5
2148,-583493.5
2149,-583568.5
2150,-583368.5
2151,-583268.5
2152,-582968.5
2153,-583043.5
2154,-583193.5
2155,-582593.5
2156,-582743.5
2157,-582143.5
2158,-582293.5
2159,-602293.5
2160,-602743.5
2161,-602643.5
2162,-602793.5
2163,-602868.5
2164,-602668.5
2165,-602668.5
2166,-606001.5
2167,-605601.5
2168,-605401.5
2169,-603901.5
2170,-603601.5
2171,-603301.5
2172,-603251.5
2173,-603151.5
2174,-603301.5
2175,-603376.5
2176,-603176.5
2177,-602976.5
2178,-602676.5
2179,-602576.5
2180,-601826.5
2181,-601726.5
2182,-605476.5
2183,-605176.5
2184,-604976.5
2185,-604876.5
2186,-604676.5
2187,-604576.5
2188,-606826.5
2189,-606726.5
2190,-606426.5
2191,-607026.5
2192,-606976.5
2193,-606776.5
2194,-606926.5
2195,-606826.5
2196,-626826.5
2197,-626226.5
2198,-626026.5
2199,-625926.5
2200,-625726.5
2201,-625801.5
2202,-625601.5
2203,-625501.5
2204,-625651.5
2205,-626551.5
2206,-626701.5
2207,-627151.5
2208,-647151.5
2209,-646851.5
2210,-646651.5
2211,-646551.5
2212,-646351.5
2213,-646251.5
2214,-646051.5
2215,-645951.5
2216,-646101.5
2217,-646001.5
2218,-646151.5
2219,-646051.5
2220,-646201.5
2221,-646101.5
2222,-647226.5
2223,-646926.5
2224,-646726.5
2225,-646626.5
2226,-646776.5
2227,-646676.5
2228,-646826.5
2229,-646901.5
2230,-647201.5
2231,-647276.5
2232,-647226.5
2233,-646626.5
2234,-646326.5
2235,-646026.5
2236,-645626.5
2237,-645526.5
2238,-645226.5
2239,-645126.5
2240,-645076.5
2241,-645151.5
2242,-644951.5
2243,-644201.5
2244,-643901.5
2245,-643601.5
2246,-643751.5
2247,-643451.5
2248,-643251.5
2249,-643701.5
2250,-643501.5
2251,-643576.5
2252,-643376.5
2253,-643076.5
2254,-643226.5
2255,-643301.5
2256,-643001.5
2257,-642901.5
2258,-642701.5
2259,-642851.5
2260,-642451.5
2261,-642601.5
2262,-642551.5
2263,-641051.5
2264,-640451.5
2265,-640526.5
2266,-640476.5
2267,-640551.5
2268,-640701.5
2269,-640401.5
2270,-640201.5
2271,-635251.5
2272,-635051.5
2273,-634951.5
2274,-634901.5
2275,-634801.5
2276,-635251.5
2277,-635151.5
2278,-635151.5
2279,-634551.5
2280,-634351.5
2281,-634251.5
2282,-636752
2283,-636652
2284,-636452
2285,-636902
2286,-636852
2287,-636752
2288,-636902
2289,-656902
2290,-656702
2291,-656602
2292,-656302
2293,-656302
2294,-657652
2295,-657552
2296,-657352
2297,-657252
2298,-656002
2299,-655402
2300,-655202
2301,-655102
2302,-655252
2303,-655152
2304,-654952
2305,-654652
2306,-654802
2307,-654877
2308,-654577
2309,-654277
2310,-653877
2311,-653777
2312,-653577
2313,-653277
2314,-653427
2315,-653877
2316,-653827
2317,-653827
2318,-653777
2319,-653677
2320,-653477
2321,-653552
2322,-653352
2323,-653502
2324,-653502
2325,-653202
2326,-653152
2327,-653152
2328,-652952
2329,-653027
2330,-652827
2331,-652527
2332,-652477
2333,-652477
2334,-652427
2335,-653027
2336,-652827
2337,-652727
2338,-652877
2339,-652952
2340,-653102
2341,-653002
2342,-653452
2343,-653152
2344,-653102
2345,-653552
2346,-653152
2347,-652952
2348,-652752
2349,-652827
2350,-652627
2351,-652527
2352,-652327
2353,-652227
2354,-651927
2355,-651827
2356,-650994
2357,-650894
2358,-651044
2359,-651044
2360,-671044
2361,-671119
2362,-670919
2363,-670994
2364,-670694
2365,-670394
2366,-670194
2367,-670094
2368,-670044
2369,-670044
2370,-669744
2371,-669144
2372,-669444
2373,-669144
2374,-669294
2375,-669369
2376,-669519
2377,-649519
2378,-649469
2379,-649369
2380,-649169
2381,-649169
2382,-649119
2383,-649194
2384,-649344
2385,-649419
2386,-649419
2387,-649319
2388,-649119
2389,-650919
2390,-651069
2391,-650969
2392,-651119
2393,-650219
2394,-650369
2395,-650444
2396,-650144
2397,-650044
2398,-649744
2399,-649444
2400,-649144
2401,-649044
2402,-649344
2403,-649244
2404,-649044
2405,-648944
2406,-648744
2407,-648644
2408,-648644
2409,-648344
2410,-643844
2411,-643844
2412,-644294
2413,-644194
2414,-643994
2415,-643894
2416,-643694
2417,-643769
2418,-643469
2419,-643369
2420,-643169
2421,-643244
2422,-643244
2423,-643319
2424,-643119
2425,-643119
2426,-642819
2427,-642619
2428,-642419
2429,-642494
2430,-642294
2431,-642369
2432,-642069
2433,-662069
2434,-663569
2435,-662569
2436,-662719
2437,-662619
2438,-662569
2439,-662269
2440,-661519
2441,-661519
2442,-661319
2443,-661219
2444,-681219
2445,-683019
2446,-682019
2447,-682019
2448,-682169
2449,-681869
2450,-682019
2451,-681919
2452,-701919
2453,-701819
2454,-702719
2455,-702719
2456,-702869
2457,-702769
2458,-702569
2459,-702469
2460,-702619
2461,-702519
2462,-702319
2463,-702219
2464,-701919
2465,-701619
2466,-701769
2467,-702669
2468,-713469
2469,-713369
2470,-713169
2471,-733169
2472,-735981.5
2473,-735881.5
2474,-735281.5
2475,-735356.5
2476,-735156.5
2477,-735056.5
2478,-734856.5
2479,-734756.5
2480,-734006.5
2481,-733906.5
2482,-733706.5
2483,-733606.5
2484,-733406.5
2485,-733306.5
2486,-733106.5
2487,-733006.5
2488,-733156.5
2489,-733056.5
2490,-733056.5
2491,-733131.5
2492,-733081.5
2493,-732981.5
2494,-732781.5
2495,-732681.5
2496,-732631.5
2497,-732031.5
2498,-734281.5
2499,-734181.5
2500,-733981.5
2501,-734131.5
2502,-734081.5
2503,-733981.5
2504,-732981.5
2505,-732981.5
2506,-732681.5
2507,-731931.5
2508,-731631.5
2509,-731706.5
2510,-731406.5
2511,-731481.5
2512,-731281.5
2513,-730981.5
2514,-730781.5
2515,-730856.5
2516,-730856.5
2517,-730931.5
2518,-733432
2519,-733332
2520,-733482
2521,-733382
2522,-733082
2523,-753082
2524,-752782
2525,-752682
2526,-751349
2527,-750449
2528,-750249
2529,-750249
2530,-750049
2531,-749949
2532,-747866
2533,-750678.5
2534,-750378.5
2535,-750278.5
2536,-750078.5
2537,-749978.5
2538,-749778.5
2539,-749778.5
2540,-749578.5
2541,-749478.5
2542,-749278.5
2543,-749178.5
2544,-748978.5
2545,-749053.5
2546,-748853.5
2547,-748928.5
2548,-749078.5
2549,-749078.5
2550,-749228.5
2551,-749128.5
2552,-748928.5
2553,-749003.5
2554,-749003.5
2555,-748903.5
2556,-748403.5
2557,-748303.5
2558,-748303.5
2559,-748203.5
2560,-748003.5
2561,-747703.5
2562,-747403.5
2563,-747303.5
2564,-746903.5
2565,-746803.5
2566,-746503.5
2567,-746403.5
2568,-745803.5
2569,-745703.5
2570,-745503.5
2571,-745503.5
2572,-745303.5
2573,-745203.5
2574,-745003.5
2575,-745078.5
2576,-745228.5
2577,-745128.5
2578,-744828.5
2579,-724828.5
2580,-724978.5
2581,-724228.5
2582,-724178.5
2583,-723878.5
2584,-724028.5
2585,-724103.5
2586,-724253.5
2587,-724153.5
2588,-723953.5
2589,-722753.5
2590,-722553.5
2591,-722453.5
2592,-722453.5
2593,-722453.5
2594,-722253.5
2595,-722153.5
2596,-722103.5
2597,-722003.5
2598,-721703.5
2599,-721778.5
2600,-722678.5
2601,-722753.5
2602,-721553.5
2603,-721453.5
2604,-721753.5
2605,-721828.5
2606,-741828.5
2607,-741903.5
2608,-741603.5
2609,-741678.5
2610,-741478.5
2611,-741178.5
2612,-741628.5
2613,-741528.5
2614,-741478.5
2615,-741553.5
2616,-742303.5
2617,-741703.5
2618,-741503.5
2619,-741578.5
2620,-741378.5
2621,-741078.5
2622,-741228.5
2623,-740628.5
2624,-740328.5
2625,-738453.5
2626,-738253.5
2627,-738328.5
2628,-737928.5
2629,-737828.5
2630,-737628.5
2631,-737628.5
2632,-737778.5
2633,-737853.5
2634,-738303.5
2635,-738203.5
2636,-738153.5
2637,-738053.5
2638,-737753.5
2639,-737653.5
2640,-737603.5
2641,-737503.5
2642,-737303.5
2643,-737453.5
2644,-757453.5
2645,-759328.5
2646,-759128.5
2647,-759028.5
2648,-758978.5
2649,-758078.5
2650,-757878.5
2651,-757953.5
2652,-757653.5
2653,-757553.5
2654,-757153.5
2655,-757053.5
2656,-756853.5
2657,-756753.5
2658,-756553.5
2659,-756628.5
2660,-757378.5
2661,-757453.5
2662,-757603.5
2663,-757303.5
2664,-757303.5
2665,-737303.5
2666,-737253.5
2667,-737328.5
2668,-737328.5
2669,-737228.5
2670,-736728.5
2671,-736628.5
2672,-736228.5
2673,-716228.5
2674,-715828.5
2675,-715903.5
2676,-715703.5
2677,-715603.5
2678,-713803.5
2679,-713953.5
2680,-713903.5
2681,-714803.5
2682,-714603.5
2683,-714678.5
2684,-714278.5
2685,-714178.5
2686,-714128.5
2687,-713528.5
2688,-713128.5
2689,-712528.5
2690,-712328.5
2691,-712403.5
2692,-713303.5
2693,-713303.5
2694,-713453.5
2695,-713353.5
2696,-733353.5
2697,-734703.5
2698,-735828.5
2699,-735728.5
2700,-735528.5
2701,-735428.5
2702,-735128.5
2703,-735203.5
2704,-735653.5
2705,-735553.5
2706,-735503.5
2707,-735953.5
2708,-735203.5
2709,-735103.5
2710,-734703.5
2711,-734603.5
2712,-734753.5
2713,-734453.5
2714,-734253.5
2715,-733953.5
2716,-733653.5
2717,-733553.5
2718,-733253.5
2719,-733253.5
2720,-733703.5
2721,-735053.5
2722,-734853.5
2723,-734253.5
2724,-734053.5
2725,-754053.5
2726,-753853.5
2727,-753753.5
2728,-753703.5
2729,-753703.5
2730,-753403.5
2731,-753303.5
2732,-753103.5
2733,-753003.5
2734,-752703.5
2735,-752603.5
2736,-752203.5
2737,-752103.5
2738,-752253.5
2739,-752153.5
2740,-752303.5
2741,-752203.5
2742,-751903.5
2743,-750903.5
2744,-750903.5
2745,-770903.5
2746,-771053.5
2747,-770953.5
2748,-770753.5
2749,-770653.5
2750,-770453.5
2751,-770353.5
2752,-770153.5
2753,-770228.5
2754,-769928.5
2755,-770378.5
2756,-770528.5
2757,-770603.5
2758,-770403.5
2759,-770478.5
2760,-770178.5
2761,-770178.5
2762,-769878.5
2763,-769778.5
2764,-770078.5
2765,-770153.5
2766,-770153.5
2767,-770053.5
2768,-769853.5
2769,-769753.5
2770,-769703.5
2771,-769703.5
2772,-769503.5
2773,-769403.5
2774,-769553.5
2775,-769453.5
2776,-769403.5
2777,-769853.5
2778,-770303.5
2779,-770203.5
2780,-770153.5
2781,-770228.5
2782,-770028.5
2783,-769928.5
2784,-769728.5
2785,-773328.5
2786,-773128.5
2787,-772828.5
2788,-772628.5
2789,-772703.5
2790,-772503.5
2791,-772403.5
2792,-772103.5
2793,-772178.5
2794,-771978.5
2795,-771978.5
2796,-771778.5
2797,-771678.5
2798,-772578.5
2799,-772478.5
2800,-772178.5
2801,-772328.5
2802,-772778.5
2803,-772778.5
2804,-772578.5
2805,-772478.5
2806,-771978.5
2807,-771878.5
2808,-770678.5
2809,-770578.5
2810,-790578.5
2811,-790278.5
2812,-790428.5
2813,-790328.5
2814,-783728.5
2815,-783803.5
2816,-783603.5
2817,-783503.5
2818,-783653.5
2819,-783353.5
2820,-782603.5
2821,-782503.5
2822,-762503.5
2823,-762653.5
2824,-762603.5
2825,-762503.5
2826,-762653.5
2827,-762553.5
2828,-762253.5
2829,-762153.5
2830,-762453.5
2831,-762353.5
2832,-762153.5
2833,-762053.5
2834,-782053.5
2835,-781953.5
2836,-781653.5
2837,-781553.5
2838,-787553.5
2839,-787353.5
2840,-787153.5
2841,-787153.5
2842,-786753.5
2843,-786453.5
2844,-786053.5
2845,-786128.5
2846,-786128.5
2847,-785828.5
2848,-765828.5
2849,-765903.5
2850,-765703.5
2851,-765603.5
2852,-765303.5
2853,-765203.5
2854,-768016
2855,-767916
2856,-767616
2857,-767516
2858,-767316
2859,-767216
2860,-767016
2861,-787016
2862,-786816
2863,-786716
2864,-786516
2865,-787116
2866,-787066
2867,-786966
2868,-787116
2869,-787016
2870,-807016
2871,-807091
2872,-806791
2873,-806691
2874,-804291
2875,-804191
2876,-804141
2877,-804041
2878,-803741
2879,-803641
2880,-803441
2881,-803341
2882,-803141
2883,-783141
2884,-783291
2885,-783091
2886,-783041
2887,-782941
2888,-782741
2889,-762741
2890,-762691
2891,-762591
2892,-762741
2893,-762641
2894,-765341
2895,-765241
2896,-765041
2897,-765041
2898,-764991
2899,-764891
2900,-764691
2901,-764766
2902,-764766
2903,-764841
2904,-764641
2905,-744641
2906,-744441
2907,-744341
2908,-744341
2909,-744241
2910,-743941
2911,-743641
2912,-743791
2913,-743866
2914,-743666
2915,-743741
2916,-743541
2917,-743441
2918,-743441
2919,-743341
2920,-743041
2921,-742941
2922,-742741
2923,-742816
2924,-742816
2925,-742891
2926,-743041
2927,-742941
2928,-743091
2929,-742991
2930,-742691
2931,-742766
2932,-742466
2933,-743066
2934,-742766
2935,-742666
2936,-739216
2937,-739666
2938,-739816
2939,-739716
2940,-739516
2941,-739591
2942,-739741
2943,-739641
2944,-739591
2945,-739666
2946,-738466
2947,-740716
2948,-740416
2949,-740116
2950,-739816
2951,-739716
2952,-739666
2953,-738666
2954,-738816
2955,-738816
2956,-738616
2957,-738691
2958,-739291
2959,-739366
2960,-738566
2961,-736766
2962,-736766
2963,-736666
2964,-736666
2965,-736741
2966,-736891
2967,-736966
2968,-736966
2969,-736966
2970,-736766
2971,-737666
2972,-737266
2973,-737266
2974,-737416
2975,-737316
2976,-736716
2977,-736116
2978,-736266
2979,-736166
2980,-735966
2981,-741591
2982,-741891
2983,-742341
2984,-742141
2985,-741241
2986,-741041
2987,-740441
2988,-740391
2989,-740291
2990,-740441
2991,-720441
2992,-720141
2993,-720216
2994,-720366
2995,-720441
2996,-720241
2997,-720316
2998,-720016
2999,-719716
3000,-719716
3001,-719716
3002,-719516
3003,-719591
3004,-718191
3005,-717441
3006,-718341
3007,-718241
3008,-718041
3009,-718191
3010,-717891
3011,-717791
3012,-717741
3013,-717741
3014,-718041
3015,-718491
3016,-718291
3017,-717691
3018,-717491
3019,-717391
3020,-717091
3021,-716991
3022,-716591
3023,-716291
3024,-715991
3025,-716066
3026,-714866
3027,-715016
3028,-714816
3029,-714716
3030,-714866
3031,-714266
3032,-714716
3033,-714616
3034,-714416
3035,-714316
3036,-714016
3037,-713916
3038,-713616
3039,-713016
3040,-713166
3041,-713241
3042,-713041
3043,-715291
3044,-715091
3045,-714341
3046,-718091
3047,-718166
3048,-718116
3049,-717516
3050,-716316
3051,-716391
3052,-716091
3053,-715791
3054,-715791
3055,-715691
3056,-715841
3057,-715841
3058,-715641
3059,-713241
3060,-713041
3061,-713116
3062,-712916
3063,-712616
3064,-712116
3065,-712016
3066,-712166
3067,-712066
3068,-711866
3069,-711766
3070,-731766
3071,-731666
3072,-730166
3073,-730066
3074,-729866
3075,-729766
3076,-729916
3077,-729616
3078,-729616
3079,-729691
3080,-727591
3081,-727591
3082,-726758
3083,-726658
3084,-726458
3085,-726158
3086,-725408
3087,-725308
3088,-725108
3089,-725108
3090,-726983
3091,-726883
3092,-726683
3093,-726583
3094,-726383
3095,-726458
3096,-726158
3097,-726308
3098,-728808.5
3099,-728208.5
3100,-728158.5
3101,-727558.5
3102,-727258.5
3103,-727333.5
3104,-726583.5
3105,-726658.5
3106,-726808.5
3107,-724408.5
3108,-724558.5
3109,-724633.5
3110,-724233.5
3111,-724308.5
3112,-724308.5
3113,-724208.5
3114,-724008.5
3115,-723708.5
3116,-723308.5
3117,-723208.5
3118,-723008.5
3119,-723458.5
3120,-725333.5
3121,-725233.5
3122,-745233.5
3123,-745308.5
3124,-745008.5
3125,-744708.5
3126,-746208.5
3127,-746108.5
3128,-745908.5
3129,-745808.5
3130,-745958.5
3131,-746108.5
3132,-746058.5
3133,-746958.5
3134,-746758.5
3135,-746458.5
3136,-746258.5
3137,-745508.5
3138,-745208.5
3139,-744908.5
3140,-744708.5
3141,-744708.5
3142,-744408.5
3143,-744483.5
3144,-744183.5
3145,-744183.5
3146,-744783.5
3147,-744858.5
3148,-745008.5
3149,-744908.5
3150,-745058.5
3151,-745133.5
3152,-744733.5
3153,-744733.5
3154,-744733.5
3155,-744633.5
3156,-744433.5
3157,-744333.5
3158,-744133.5
3159,-746946
3160,-746896
3161,-747046
3162,-746746
3163,-746821
3164,-746621
3165,-746521
3166,-746471
3167,-746546
3168,-746496
3169,-746571
3170,-746271
3171,-766271
3172,-765971
3173,-765871
3174,-765821
3175,-769871
3176,-769371
3177,-789371
3178,-789521
3179,-789321
3180,-789321
3181,-789396
3182,-789546
3183,-789246
3184,-789046
3185,-788146
3186,-788096
3187,-788096
3188,-787896
3189,-787596
3190,-787296
3191,-787196
3192,-787346
3193,-789146
3194,-787146
3195,-787221
3196,-787371
3197,-787821
3198,-787771
3199,-786571
3200,-806571
3201,-806471
3202,-806271
3203,-806171
3204,-805871
3205,-805571
3206,-805721
3207,-805796
3208,-807795.5
3209,-807695.5
3210,-809570.5
3211,-809645.5
3212,-809445.5
3213,-809595.5
3214,-808395.5
3215,-808295.5
3216,-807995.5
3217,-807695.5
3218,-807395.5
3219,-807295.5
3220,-807445.5
3221,-807145.5
3222,-807295.5
3223,-807370.5
3224,-808870.5
3225,-808570.5
3226,-808370.5
3227,-808270.5
3228,-808420.5
3229,-808320.5
3230,-808120.5
3231,-808020.5
3232,-807820.5
3233,-807720.5
3234,-807320.5
3235,-807220.5
3236,-806820.5
3237,-806895.5
3238,-806695.5
3239,-806395.5
3240,-806195.5
3241,-806345.5
3242,-806345.5
3243,-806245.5
3244,-806045.5
3245,-826045.5
3246,-826045.5
3247,-825945.5
3248,-825895.5
3249,-825795.5
3250,-845795.5
3251,-845695.5
3252,-845495.5
3253,-845570.5
3254,-845170.5
3255,-845070.5
3256,-844870.5
3257,-844770.5
3258,-842970.5
3259,-842670.5
3260,-842270.5
3261,-842345.5
3262,-839945.5
3263,-839845.5
3264,-839645.5
3265,-839545.5
3266,-839495.5
3267,-839945.5
3268,-840095.5
3269,-839495.5
3270,-839195.5
3271,-838895.5
3272,-838695.5
3273,-838595.5
3274,-838545.5
3275,-838545.5
3276,-838345.5
3277,-838245.5
3278,-837945.5
3279,-837845.5
3280,-837645.5
3281,-837720.5
3282,-837520.5
3283,-837420.5
3284,-837220.5
3285,-837295.5
3286,-836995.5
3287,-836895.5
3288,-842295.5
3289,-842370.5
3290,-842170.5
3291,-842070.5
3292,-841870.5
3293,-841770.5
3294,-841470.5
3295,-841370.5
3296,-841170.5
3297,-841070.5
3298,-841520.5
3299,-841595.5
3300,-841545.5
3301,-841545.5
3302,-821545.5
3303,-841545.5
3304,-841345.5
3305,-841245.5
3306,-861245.5
3307,-861145.5
3308,-860845.5
3309,-860920.5
3310,-860620.5
3311,-860520.5
3312,-860470.5
3313,-860370.5
3314,-859970.5
3315,-859870.5
3316,-858670.5
3317,-857170.5
3318,-856970.5
3319,-856670.5
3320,-856470.5
3321,-856370.5
3322,-856370.5
3323,-854570.5
3324,-854370.5
3325,-854445.5
3326,-854245.5
3327,-853045.5
3328,-852745.5
3329,-852645.5
3330,-852795.5
3331,-852495.5
3332,-852495.5
3333,-851295.5
3334,-851245.5
3335,-851320.5
3336,-851120.5
3337,-851020.5
3338,-851170.5
3339,-851245.5
3340,-851195.5
3341,-851195.5
3342,-851345.5
3343,-850445.5
3344,-850245.5
3345,-850145.5
3346,-850295.5
3347,-850195.5
3348,-849995.5
3349,-849895.5
3350,-849695.5
3351,-849770.5
3352,-849470.5
3353,-849370.5
3354,-847570.5
3355,-846670.5
3356,-846470.5
3357,-846545.5
3358,-846345.5
3359,-846245.5
3360,-846395.5
3361,-846845.5
3362,-846795.5
3363,-846695.5
3364,-846495.5
3365,-846395.5
3366,-848896
3367,-848796
3368,-846996
3369,-846896
3370,-847046
3371,-847121
3372,-846821
3373,-846721
3374,-846321
3375,-846221
3376,-846371
3377,-845771
3378,-845571
3379,-845571
3380,-845371
3381,-845071
3382,-845221
3383,-845121
3384,-844921
3385,-844821
3386,-844521
3387,-844421
3388,-844221
3389,-844671
3390,-844621
3391,-844696
3392,-844396
3393,-843796
3394,-843596
3395,-843671
3396,-843371
3397,-846971
3398,-846671
3399,-846746
3400,-846896
3401,-846971
3402,-846771
3403,-846846
3404,-866846
3405,-866746
3406,-866546
3407,-866446
3408,-866596
3409,-866496
3410,-866296
3411,-866371
3412,-866671
3413,-866371
3414,-865621
3415,-866071
3416,-865871
3417,-865871
3418,-865871
3419,-865871
3420,-865571
3421,-865471
3422,-865271
3423,-865346
3424,-865146
3425,-865146
3426,-867021
3427,-867171
3428,-866971
3429,-866071
3430,-865871
3431,-865946
3432,-865746
3433,-865821
3434,-865521
3435,-864921
3436,-864721
3437,-864421
3438,-864421
3439,-864321
3440,-864471
3441,-863871
3442,-863371
3443,-863071
3444,-863221
3445,-863121
3446,-862921
3447,-862821
3448,-862621
3449,-862521
3450,-862671
3451,-862571
3452,-862271
3453,-862271
3454,-862421
3455,-862421
3456,-861821
3457,-861721
3458,-881721
3459,-881721
3460,-881721
3461,-881621
3462,-881421
3463,-881321
3464,-880321
3465,-880021
3466,-879721
3467,-879721
3468,-880621
3469,-880521
3470,-880321
3471,-880221
3472,-880021
3473,-879921
3474,-879721
3475,-879621
3476,-885021
3477,-884621
3478,-884771
3479,-884846
3480,-884646
3481,-884546
3482,-884246
3483,-884146
3484,-884296
3485,-884196
3486,-884346
3487,-883596
3488,-883596
3489,-883671
3490,-883621
3491,-883321
3492,-883471
3493,-883546
3494,-883546
3495,-883446
3496,-888445.5
3497,-887695.5
3498,-887845.5
3499,-887920.5
3500,-890920.5
3501,-890820.5
3502,-890970.5
3503,-891045.5
3504,-891195.5
3505,-891270.5
3506,-891070.5
3507,-891145.5
3508,-888745.5
3509,-888445.5
3510,-888245.5
3511,-890945.5
3512,-890745.5
3513,-890820.5
3514,-890820.5
3515,-890895.5
3516,-890695.5
3517,-890595.5
3518,-890745.5
3519,-890645.5
3520,-890445.5
3521,-890520.5
3522,-890320.5
3523,-890470.5
3524,-889870.5
3525,-889870.5
3526,-889670.5
3527,-889570.5
3528,-889570.5
3529,-891070.5
3530,-891220.5
3531,-891295.5
3532,-889495.5
3533,-889195.5
3534,-888895.5
3535,-888795.5
3536,-888945.5
3537,-893445.5
3538,-893595.5
3539,-893670.5
3540,-893370.5
3541,-893270.5
3542,-893070.5
3543,-892470.5
3544,-892070.5
3545,-892145.5
3546,-894227.5
3547,-893927.5
3548,-893727.5
3549,-893627.5
3550,-893577.5
3551,-893477.5
3552,-893627.5
3553,-893527.5
3554,-893327.5
3555,-893402.5
3556,-894152.5
3557,-894052.5
3558,-874052.5
3559,-873952.5
3560,-874102.5
3561,-873802.5
3562,-873602.5
3563,-873677.5
3564,-873477.5
3565,-873377.5
3566,-874127.5
3567,-874027.5
3568,-873627.5
3569,-873527.5
3570,-873327.5
3571,-873402.5
3572,-873552.5
3573,-873452.5
3574,-873252.5
3575,-873852.5
3576,-872052.5
3577,-872052.5
3578,-872202.5
3579,-872102.5
3580,-872052.5
3581,-871952.5
3582,-871952.5
3583,-891952.5
3584,-891752.5
3585,-891652.5
3586,-891452.5
3587,-891452.5
3588,-891252.5
3589,-891152.5
3590,-891302.5
3591,-891202.5
3592,-891652.5
3593,-891552.5
3594,-891502.5
3595,-891202.5
3596,-891002.5
3597,-892802.5
3598,-892752.5
3599,-892452.5
3600,-892152.5
3601,-891552.5
3602,-871552.5
3603,-871452.5
3604,-870702.5
3605,-870852.5
3606,-870552.5
3607,-870452.5
3608,-870402.5
3609,-870302.5
3610,-870002.5
3611,-869902.5
3612,-870802.5
3613,-870502.5
3614,-870302.5
3615,-869102.5
3616,-869252.5
3617,-869152.5
