,Cumulative Winnings
3618,-869152.5
3619,-869152.5
3620,-869302.5
3621,-869377.5
3622,-869177.5
3623,-869252.5
3624,-869052.5
3625,-868452.5
3626,-868252.5
3627,-868327.5
3628,-869577
3629,-869477
3630,-869277
3631,-869352
3632,-868102
3633,-868002
3634,-867802
3635,-868252
3636,-868202
3637,-868277
3638,-868227
3639,-868127
3640,-868277
3641,-868177
3642,-867877
3643,-867952
3644,-867902
3645,-867977
3646,-867577
3647,-867477
3648,-867477
3649,-867377
3650,-866777
3651,-866677
3652,-865477
3653,-865377
3654,-865177
3655,-865077
3656,-864677
3657,-864377
3658,-863627
3659,-863327
3660,-863477
3661,-863177
3662,-860177
3663,-859277
3664,-858277
3665,-857977
3666,-858727
3667,-858627
3668,-858427
3669,-858327
3670,-858127
3671,-858202
3672,-851552
3673,-852452
3674,-852252
3675,-852152
3676,-852302
3677,-852202
3678,-852502
3679,-852402
3680,-852202
3681,-852102
3682,-851902
3683,-851802
3684,-851752
3685,-851652
3686,-851252
3687,-851152
3688,-850952
3689,-850852
3690,-850802
3691,-850877
3692,-852002
3693,-851902
3694,-852052
3695,-851752
3696,-851452
3697,-851352
3698,-851302
3699,-850602
3700,-850402
3701,-850302
3702,-850302
3703,-849702
3704,-849402
3705,-849302
3706,-849252
3707,-848952
3708,-848902
3709,-848802
3710,-848602
3711,-828602
3712,-828602
3713,-828302
3714,-830552
3715,-832802
3716,-832602
3717,-832502
3718,-832302
3719,-832202
3720,-832002
3721,-831402
3722,-831202
3723,-831277
3724,-831077
3725,-830477
3726,-830277
3727,-829677
3728,-829477
3729,-827077
3730,-826677
3731,-826677
3732,-826477
3733,-826377
3734,-826177
3735,-826252
3736,-826202
3737,-826102
3738,-826252
3739,-826327
3740,-826327
3741,-826227
3742,-826027
3743,-825927
3744,-824127
3745,-824202
3746,-844202
3747,-844277
3748,-844227
3749,-844302
3750,-843902
3751,-843977
3752,-843777
3753,-842877
3754,-842827
3755,-842902
3756,-842902
3757,-843352
3758,-843152
3759,-843052
3760,-842852
3761,-842552
3762,-842502
3763,-842402
3764,-842202
3765,-842102
3766,-842252
3767,-842702
3768,-842852
3769,-842852
3770,-838352
3771,-838252
3772,-838052
3773,-837752
3774,-837552
3775,-838002
3776,-837802
3777,-837877
3778,-837677
3779,-837577
3780,-837377
3781,-837277
3782,-837427
3783,-837127
3784,-837277
3785,-836977
3786,-836777
3787,-831377
3788,-851377
3789,-851452
3790,-851252
3791,-851152
3792,-850952
3793,-851027
3794,-850627
3795,-850627
3796,-850427
3797,-850577
3798,-850527
3799,-850602
3800,-850302
3801,-849402
3802,-849202
3803,-849102
3804,-848802
3805,-848502
3806,-848302
3807,-847902
3808,-847702
3809,-847602
3810,-847302
3811,-847377
3812,-847077
3813,-846977
3814,-846777
3815,-845877
3816,-846027
3817,-845927
3818,-845727
3819,-846177
3820,-846127
3821,-846027
3822,-842427
3823,-842502
3824,-842302
3825,-842902
3826,-842702
3827,-842602
3828,-842402
3829,-842302
3830,-842452
3831,-842527
3832,-842677
3833,-842477
3834,-842077
3835,-842152
3836,-862152
3837,-862152
3838,-862102
3839,-862177
3840,-861977
3841,-861977
3842,-861477
3843,-861377
3844,-860627
3845,-860702
3846,-860402
3847,-860477
3848,-860277
3849,-860352
3850,-860302
3851,-860302
3852,-860102
3853,-859502
3854,-859302
3855,-859452
3856,-859252
3857,-859152
3858,-858952
3859,-859027
3860,-859177
3861,-859252
3862,-859052
3863,-858952
3864,-858452
3865,-858352
3866,-858152
3867,-858227
3868,-859352
3869,-859427
3870,-858677
3871,-858677
3872,-858477
3873,-856977
3874,-856577
3875,-856477
3876,-856627
3877,-856527
3878,-856327
3879,-856227
3880,-856377
3881,-856452
3882,-856252
3883,-855652
3884,-855452
3885,-855152
3886,-854952
3887,-854852
3888,-854652
3889,-854727
3890,-854877
3891,-854777
3892,-854927
3893,-855002
3894,-854802
3895,-854702
3896,-854852
3897,-854752
3898,-852952
3899,-853027
3900,-853177
3901,-854077
3902,-853877
3903,-853952
3904,-853752
3905,-853652
3906,-853252
3907,-853327
3908,-853127
3909,-853027
3910,-853177
3911,-853077
3912,-852877
3913,-852877
3914,-852577
3915,-852277
3916,-852427
3917,-852877
3918,-853027
3919,-854527
3920,-854677
3921,-854752
3922,-874752
3923,-874752
3924,-894752
3925,-894652
3926,-894452
3927,-894152
3928,-894602
3929,-894502
3930,-894202
3931,-894102
3932,-893802
3933,-893952
3934,-893752
3935,-893827
3936,-893977
3937,-894427
3938,-894227
3939,-894127
3940,-894277
3941,-894352
3942,-893152
3943,-893227
3944,-893027
3945,-892927
3946,-892727
3947,-893177
3948,-893127
3949,-893027
3950,-892527
3951,-890127
3952,-891877.5
3953,-891777.5
3954,-891577.5
3955,-891477.5
3956,-891277.5
3957,-891177.5
3958,-890977.5
3959,-890377.5
3960,-890177.5
3961,-889427.5
3962,-889377.5
3963,-888777.5
3964,-888577.5
3965,-888477.5
3966,-888627.5
3967,-888327.5
3968,-908327.5
3969,-908227.5
3970,-908177.5
3971,-908627.5
3972,-908427.5
3973,-928427.5
3974,-928227.5
3975,-928127.5
3976,-927127.5
3977,-926827.5
3978,-927277.5
3979,-927177.5
3980,-926977.5
3981,-927052.5
3982,-926752.5
3983,-926827.5
3984,-926627.5
3985,-926702.5
3986,-928577.5
3987,-928652.5
3988,-928802.5
3989,-928702.5
3990,-928502.5
3991,-929552.5
3992,-929352.5
3993,-929052.5
3994,-928752.5
3995,-928827.5
3996,-929277.5
3997,-928677.5
3998,-928477.5
3999,-928552.5
4000,-928702.5
4001,-928602.5
4002,-928402.5
4003,-930652.5
4004,-930452.5
4005,-930452.5
4006,-930152.5
4007,-930052.5
4008,-930202.5
4009,-929602.5
4010,-929402.5
4011,-929477.5
4012,-929077.5
4013,-929152.5
4014,-928852.5
4015,-928852.5
4016,-929002.5
4017,-928902.5
4018,-928502.5
4019,-928402.5
4020,-928202.5
4021,-927902.5
4022,-928052.5
4023,-927752.5
4024,-927902.5
4025,-927977.5
4026,-928277.5
4027,-928352.5
4028,-929252.5
4029,-929052.5
4030,-929202.5
4031,-929652.5
4032,-929802.5
4033,-929802.5
4034,-932052.5
4035,-931752.5
4036,-931752.5
4037,-931652.5
4038,-931452.5
4039,-931352.5
4040,-930952.5
4041,-930852.5
4042,-931002.5
4043,-931002.5
4044,-930802.5
4045,-931702.5
4046,-934827
4047,-934902
4048,-935202
4049,-935102
4050,-934902
4051,-934977
4052,-934777
4053,-934677
4054,-934827
4055,-934902
4056,-935352
4057,-935252
4058,-935052
4059,-934952
4060,-934752
4061,-934452
4062,-934052
4063,-933952
4064,-933752
4065,-933652
4066,-933602
4067,-953602
4068,-953402
4069,-953302
4070,-953252
4071,-953152
4072,-952952
4073,-952652
4074,-952352
4075,-952427
4076,-952377
4077,-952277
4078,-952427
4079,-951527
4080,-949727
4081,-949627
4082,-948877
4083,-948777
4084,-948577
4085,-948652
4086,-948652
4087,-948552
4088,-948152
4089,-948052
4090,-944927
4091,-945077
4092,-944327
4093,-944227
4094,-943927
4095,-943827
4096,-943777
4097,-923777
4098,-923577
4099,-923652
4100,-923452
4101,-923902
4102,-923852
4103,-923752
4104,-923902
4105,-923802
4106,-923952
4107,-923852
4108,-923652
4109,-923352
4110,-922952
4111,-922852
4112,-922652
4113,-922552
4114,-922352
4115,-922252
4116,-921952
4117,-922027
4118,-921977
4119,-922052
4120,-921852
4121,-921752
4122,-921902
4123,-921802
4124,-920002
4125,-919702
4126,-939702
4127,-939402
4128,-939552
4129,-939452
4130,-939402
4131,-939302
4132,-939102
4133,-939002
4134,-938952
4135,-938852
4136,-938652
4137,-938452
4138,-938402
4139,-938552
4140,-939302
4141,-939202
4142,-939152
4143,-939227
4144,-938927
4145,-939002
4146,-939152
4147,-939227
4148,-938927
4149,-938827
4150,-938977
4151,-938877
4152,-938677
4153,-938077
4154,-937777
4155,-937677
4156,-937477
4157,-937377
4158,-937527
4159,-937427
4160,-937577
4161,-937477
4162,-937427
4163,-937502
4164,-937452
4165,-937527
4166,-938427
4167,-938427
4168,-938577
4169,-938727
4170,-942477
4171,-942377
4172,-942377
4173,-942452
4174,-942402
4175,-942302
4176,-946127
4177,-966127
4178,-965627
4179,-965527
4180,-965327
4181,-985327
4182,-985127
4183,-986027
4184,-985277
4185,-985352
4186,-985352
4187,-985427
4188,-984177
4189,-983577
4190,-984027
4191,-983927
4192,-983727
4193,-983427
4194,-983127
4195,-983027
4196,-983477
4197,-983377
4198,-983177
4199,-983177
4200,-983327
4201,-983227
4202,-983027
4203,-982927
4204,-982877
4205,-986627
4206,-991427
4207,-991502
4208,-991502
4209,-993302
4210,-993252
4211,-993152
4212,-993302
4213,-993002
4214,-992802
4215,-992702
4216,-993002
4217,-993152
4218,-994052
4219,-994127
4220,-993927
4221,-993827
4222,-993427
4223,-993577
4224,-994027
4225,-993927
4226,-993627
4227,-993527
4228,-993677
4229,-993377
4230,-992877
4231,-992577
4232,-992577
4233,-992477
4234,-972477
4235,-972552
4236,-972252
4237,-972152
4238,-972302
4239,-972302
4240,-972452
4241,-972352
4242,-972052
4243,-968452
4244,-968252
4245,-968252
4246,-969377
4247,-969277
4248,-969427
4249,-969127
4250,-968927
4251,-968827
4252,-968777
4253,-969677
4254,-967127
4255,-967202
4256,-966902
4257,-966902
4258,-967052
4259,-966952
4260,-966752
4261,-966827
4262,-966427
4263,-966327
4264,-965727
4265,-965802
4266,-965602
4267,-965502
4268,-964802
4269,-964952
4270,-964652
4271,-964727
4272,-964527
4273,-964602
4274,-964602
4275,-964302
4276,-964252
4277,-964327
4278,-964277
4279,-964877
4280,-964677
4281,-964577
4282,-964527
4283,-964427
4284,-964127
4285,-964202
4286,-966902
4287,-966902
4288,-966852
4289,-966552
4290,-965352
4291,-965802
4292,-965602
4293,-965752
4294,-965452
4295,-965352
4296,-965502
4297,-965402
4298,-965202
4299,-965102
4300,-964902
4301,-964602
4302,-964402
4303,-964302
4304,-964302
4305,-964202
4306,-964002
4307,-962802
4308,-962602
4309,-962677
4310,-963577
4311,-963477
4312,-963177
4313,-963077
4314,-963227
4315,-963127
4316,-963077
4317,-963152
4318,-963152
4319,-963052
4320,-962852
4321,-962927
4322,-962877
4323,-962952
4324,-962652
4325,-962552
4326,-963152
4327,-963052
4328,-963352
4329,-964252
4330,-964052
4331,-944052
4332,-964052
4333,-964052
4334,-963852
4335,-963752
4336,-963702
4337,-963602
4338,-963752
4339,-963652
4340,-963602
4341,-963502
4342,-963452
4343,-962852
4344,-962652
4345,-962352
4346,-962152
4347,-962227
4348,-962027
4349,-962027
4350,-982027
4351,-981127
4352,-981077
4353,-981152
4354,-981302
4355,-981377
4356,-981527
4357,-981227
4358,-981377
4359,-981827
4360,-981977
4361,-981877
4362,-981577
4363,-981477
4364,-980977
4365,-980877
4366,-980577
4367,-980477
4368,-980427
4369,-980427
4370,-980377
4371,-980827
4372,-980977
4373,-978577
4374,-978377
4375,-978277
4376,-978227
4377,-978302
4378,-978002
4379,-978077
4380,-978227
4381,-978377
4382,-978827
4383,-978627
4384,-978427
4385,-978502
4386,-978452
4387,-978902
4388,-978852
4389,-978552
4390,-978352
4391,-978352
4392,-978502
4393,-978577
4394,-978727
4395,-978127
4396,-977927
4397,-977627
4398,-977427
4399,-977502
4400,-975702
4401,-975602
4402,-975302
4403,-995302
4404,-995252
4405,-996302
4406,-996252
4407,-996152
4408,-996302
4409,-996202
4410,-996002
4411,-996002
4412,-996002
4413,-995902
4414,-992302
4415,-992002
4416,-991402
4417,-991302
4418,-990502
4419,-991402
4420,-991102
4421,-990802
4422,-990602
4423,-990502
4424,-990302
4425,-990202
4426,-990002
4427,-989702
4428,-987827
4429,-987077
4430,-987227
4431,-987127
4432,-986927
4433,-986627
4434,-986927
4435,-986627
4436,-986327
4437,-986227
4438,-986377
4439,-986277
4440,-986077
4441,-985977
4442,-985777
4443,-985777
4444,-985577
4445,-985477
4446,-985177
4447,-984877
4448,-984577
4449,-984377
4450,-984327
4451,-984227
4452,-984377
4453,-983977
4454,-984127
4455,-984027
4456,-983827
4457,-983727
4458,-983527
4459,-983602
4460,-983602
4461,-983002
4462,-983152
4463,-982852
4464,-981652
4465,-981552
4466,-981502
4467,-981577
4468,-981177
4469,-980427
4470,-980227
4471,-980127
4472,-978927
4473,-978827
4474,-978027
4475,-978027
4476,-977827
4477,-977827
4478,-977077
4479,-977977
4480,-978727
4481,-979627
4482,-959627
4483,-959627
4484,-959127
4485,-959127
4486,-958927
4487,-959527
4488,-959527
4489,-959602
4490,-959552
4491,-963152
4492,-963302
4493,-963202
4494,-963152
4495,-963052
4496,-963502
4497,-962752
4498,-962902
4499,-962802
4500,-962952
4501,-962852
4502,-962102
4503,-982102
4504,-982252
4505,-982327
4506,-982477
4507,-981727
4508,-981427
4509,-981327
4510,-981027
4511,-981027
4512,-980727
4513,-980802
4514,-980602
4515,-981052
4516,-980852
4517,-983552
4518,-983352
4519,-983952
4520,-1003952
4521,-1002077
4522,-1001877
4523,-1001952
4524,-1001652
4525,-1001452
4526,-1001252
4527,-1001327
4528,-999327
4529,-999402
4530,-999202
4531,-999202
4532,-999352
4533,-999252
4534,-998952
4535,-998352
4536,-998502
4537,-999102
4538,-999252
4539,-998652
4540,-998452
4541,-998352
4542,-998052
4543,-998127
4544,-998277
4545,-997677
4546,-998127
4547,-998027
4548,-997277
4549,-997177
4550,-995377
4551,-995452
4552,-995452
4553,-995352
4554,-996252
4555,-996327
4556,-995727
4557,-995427
4558,-995727
4559,-995802
4560,-995802
4561,-994602
4562,-994552
4563,-994452
4564,-993252
4565,-993702
4566,-993852
4567,-993752
4568,-973752
4569,-973752
4570,-973452
4571,-973352
4572,-973152
4573,-973227
4574,-973377
4575,-973452
4576,-973252
4577,-973152
4578,-973902
4579,-973602
4580,-971802
4581,-971502
4582,-971202
4583,-971102
4584,-971252
4585,-971252
4586,-971402
4587,-971302
4588,-971002
4589,-970902
4590,-970702
4591,-970602
4592,-970552
4593,-970452
4594,-970252
4595,-970327
4596,-970127
4597,-970027
4598,-970177
4599,-969277
4600,-969277
4601,-969277
4602,-969577
4603,-969652
4604,-969352
4605,-969352
4606,-969152
4607,-970877
4608,-970677
4609,-970577
4610,-970727
4611,-971177
4612,-971127
4613,-970227
4614,-970227
4615,-970127
4616,-969927
4617,-977127
4618,-977577
4619,-977477
4620,-977627
4621,-978077
4622,-998077
4623,-997977
4624,-997977
4625,-999102
4626,-998502
4627,-1018502
4628,-1018652
4629,-1018652
4630,-1018252
4631,-1017952
4632,-1018102
4633,-1018177
4634,-1017977
4635,-1017977
4636,-1017777
4637,-1017852
4638,-1017102
4639,-1017177
4640,-1015377
4641,-1015377
4642,-995377
4643,-995277
4644,-996777
4645,-996852
4646,-976852
4647,-976927
4648,-976327
4649,-976327
4650,-976327
4651,-976227
4652,-976027
4653,-976627
4654,-976427
4655,-976327
4656,-976127
4657,-974927
4658,-974527
4659,-973927
4660,-973727
4661,-973427
4662,-973227
4663,-973127
4664,-972927
4665,-973377
4666,-993377
4667,-993277
4668,-993077
4669,-993527
4670,-993327
4671,-993402
4672,-993352
4673,-993252
4674,-992502
4675,-992202
4676,-991802
4677,-991702
4678,-971702
4679,-971777
4680,-971377
4681,-971277
4682,-971227
4683,-970927
4684,-970727
4685,-970802
4686,-970952
4687,-971027
4688,-970827
4689,-970077
4690,-970077
4691,-970977
4692,-971127
4693,-971027
4694,-971477
4695,-974327
4696,-974127
4697,-974202
4698,-974002
4699,-973902
4700,-974052
4701,-974127
4702,-973327
4703,-972727
4704,-972327
4705,-972402
4706,-972202
4707,-971452
4708,-970652
4709,-970552
4710,-970502
4711,-970402
4712,-970552
4713,-969952
4714,-969752
4715,-969452
4716,-969602
4717,-969502
4718,-969652
4719,-969552
4720,-970801.5
4721,-970701.5
4722,-969201.5
4723,-969276.5
4724,-968976.5
4725,-968876.5
4726,-968826.5
4727,-968726.5
4728,-968526.5
4729,-988526.5
4730,-988326.5
4731,-988226.5
4732,-988226.5
4733,-988126.5
4734,-987826.5
4735,-987726.5
4736,-987526.5
4737,-987526.5
4738,-987676.5
4739,-987751.5
4740,-987551.5
4741,-987251.5
4742,-986851.5
4743,-986751.5
4744,-984651.5
4745,-984651.5
4746,-983451.5
4747,-983351.5
4748,-983501.5
4749,-983201.5
4750,-983351.5
4751,-982651.5
4752,-1002651.5
4753,-1002551.5
4754,-1002351.5
4755,-1002426.5
4756,-1002576.5
4757,-1001376.5
4758,-1001526.5
4759,-1001601.5
4760,-1001751.5
4761,-1001001.5
4762,-1001751.5
4763,-1001651.5
4764,-1001601.5
4765,-1001676.5
4766,-1001476.5
4767,-1001176.5
4768,-1000976.5
4769,-1001051.5
4770,-1000751.5
4771,-1000651.5
4772,-1000801.5
4773,-1000701.5
4774,-1002576.5
4775,-1002176.5
4776,-1002126.5
4777,-1001376.5
4778,-1001326.5
4779,-1001026.5
4780,-1001176.5
4781,-1000426.5
4782,-999926.5
4783,-999826.5
4784,-1019826.5
4785,-1019226.5
4786,-1019376.5
4787,-1019451.5
4788,-1019901.5
4789,-1019601.5
4790,-1019201.5
4791,-1019101.5
4792,-1019551.5
4793,-1019451.5
4794,-1019251.5
4795,-1019251.5
4796,-1019201.5
4797,-1019276.5
4798,-1019276.5
4799,-1018526.5
4800,-1018226.5
4801,-1018301.5
4802,-1018451.5
4803,-1018351.5
4804,-1018651.5
4805,-1018351.5
4806,-1018501.5
4807,-1018401.5
4808,-1018551.5
4809,-1018451.5
4810,-1018251.5
4811,-1018251.5
4812,-1018251.5
4813,-1017551.5
4814,-1017701.5
4815,-1017601.5
4816,-1017401.5
4817,-1017476.5
4818,-1017176.5
4819,-1017176.5
4820,-1016976.5
4821,-1016076.5
4822,-1015876.5
4823,-1015951.5
4824,-1015951.5
4825,-1015851.5
4826,-1015551.5
4827,-1015451.5
4828,-1015151.5
4829,-1015226.5
4830,-1014926.5
4831,-1014626.5
4832,-1014776.5
4833,-1014676.5
4834,-1014476.5
4835,-1014376.5
4836,-1014326.5
4837,-1014226.5
4838,-1014026.5
4839,-1013926.5
4840,-1013726.5
4841,-1013626.5
4842,-1013426.5
4843,-1013426.5
4844,-1013226.5
4845,-1013126.5
4846,-1012926.5
4847,-1012826.5
4848,-1012626.5
4849,-1012226.5
4850,-1012376.5
4851,-1013876.5
4852,-1013676.5
4853,-1013576.5
4854,-1013526.5
4855,-1013426.5
4856,-1013026.5
4857,-1013101.5
4858,-1012801.5
4859,-1012701.5
4860,-1012701.5
4861,-1012776.5
4862,-1012926.5
4863,-1012626.5
4864,-1012776.5
4865,-1010901.5
4866,-1010601.5
4867,-1011051.5
4868,-1011201.5
4869,-1011101.5
4870,-1012601.5
4871,-1032601.5
4872,-1032401.5
4873,-1030601.5
4874,-1030201.5
4875,-1030101.5
4876,-1029701.5
4877,-1029601.5
4878,-1029751.5
4879,-1029651.5
4880,-1029451.5
4881,-1029601.5
4882,-1029551.5
4883,-1029351.5
4884,-1028951.5
4885,-1028851.5
4886,-1028551.5
4887,-1028451.5
4888,-1028401.5
4889,-1028301.5
4890,-1028101.5
4891,-1028101.5
4892,-1028251.5
4893,-1028151.5
4894,-1027951.5
4895,-1029451.5
4896,-1029401.5
4897,-1029101.5
4898,-1029251.5
4899,-1029151.5
4900,-1028951.5
4901,-1028651.5
4902,-1027051.5
4903,-1026951.5
4904,-1026201.5
4905,-1026001.5
4906,-1025801.5
4907,-1045801.5
4908,-1045601.5
4909,-1045676.5
4910,-1045376.5
4911,-1045276.5
4912,-1045226.5
4913,-1045126.5
4914,-1044926.5
4915,-1045001.5
4916,-1044801.5
4917,-1044501.5
4918,-1043701.5
4919,-1045951.5
4920,-1045751.5
4921,-1045151.5
4922,-1044401.5
4923,-1044401.5
4924,-1044101.5
4925,-1044176.5
4926,-1044126.5
4927,-1043826.5
4928,-1063826.5
4929,-1063826.5
4930,-1063626.5
4931,-1063526.5
4932,-1063226.5
4933,-1063301.5
4934,-1063251.5
4935,-1063151.5
4936,-1062951.5
4937,-1062851.5
4938,-1063151.5
4939,-1063051.5
4940,-1063651.5
4941,-1063726.5
4942,-1063876.5
4943,-1063776.5
4944,-1063726.5
4945,-1063626.5
4946,-1063426.5
4947,-1083426.5
4948,-1082826.5
4949,-1082901.5
4950,-1082701.5
4951,-1082701.5
4952,-1082201.5
4953,-1082276.5
4954,-1082426.5
4955,-1082326.5
4956,-1082126.5
4957,-1081826.5
4958,-1081626.5
4959,-1081626.5
4960,-1081426.5
4961,-1081501.5
4962,-1081651.5
4963,-1081726.5
4964,-1081526.5
4965,-1101526.5
4966,-1101326.5
4967,-1101226.5
4968,-1100926.5
4969,-1101001.5
4970,-1100701.5
4971,-1100601.5
4972,-1100751.5
4973,-1100751.5
4974,-1100551.5
4975,-1099951.5
4976,-1099901.5
4977,-1099801.5
4978,-1099401.5
4979,-1099476.5
4980,-1101276.5
4981,-1103076.5
4982,-1103526.5
4983,-1103426.5
4984,-1102826.5
4985,-1102226.5
4986,-1101026.5
4987,-1100426.5
4988,-1100376.5
4989,-1100276.5
4990,-1100426.5
4991,-1100326.5
4992,-1100476.5
4993,-1100551.5
4994,-1102801.5
4995,-1102501.5
4996,-1102651.5
4997,-1102551.5
4998,-1102501.5
4999,-1101901.5
5000,-1101701.5
5001,-1101401.5
5002,-1101551.5
5003,-1100351.5
5004,-1100151.5
5005,-1100226.5
5006,-1100226.5
5007,-1099826.5
5008,-1099526.5
5009,-1100426.5
5010,-1100126.5
5011,-1100126.5
5012,-1100276.5
5013,-1099676.5
5014,-1099676.5
5015,-1099576.5
5016,-1099276.5
5017,-1097401.5
5018,-1098651
5019,-1098551
5020,-1098351
5021,-1099251
5022,-1099051
5023,-1098951
5024,-1098751
5025,-1098451
5026,-1098601
5027,-1098501
5028,-1098301
5029,-1098001
5030,-1097951
5031,-1097851
5032,-1097851
5033,-1097926
5034,-1097726
5035,-1097626
5036,-1117626
5037,-1117526
5038,-1117226
5039,-1117126
5040,-1117276
5041,-1117351
5042,-1117051
5043,-1117126
5044,-1117276
5045,-1117176
5046,-1116876
5047,-1116676
5048,-1116476
5049,-1116476
5050,-1136476
5051,-1136551
5052,-1136701
5053,-1138201
5054,-1137901
5055,-1137801
5056,-1137951
5057,-1137851
5058,-1138601
5059,-1138501
5060,-1138201
5061,-1139326
5062,-1141576
5063,-1141476
5064,-1141276
5065,-1161276
5066,-1181276
5067,-1181276
5068,-1181726
5069,-1181426
5070,-1181226
5071,-1181026
5072,-1180826
5073,-1180526
5074,-1179326
5075,-1179226
5076,-1178926
5077,-1179001
5078,-1180126
5079,-1180201
5080,-1180001
5081,-1180076
5082,-1179876
5083,-1179951
5084,-1179951
5085,-1179951
5086,-1178351
5087,-1178351
5088,-1178501
5089,-1183001
5090,-1182701
5091,-1187876
5092,-1188326
5093,-1188401
5094,-1187201
5095,-1187351
5096,-1186601
5097,-1186501
5098,-1185101
5099,-1185001
5100,-1184701
5101,-1184776
5102,-1204776
5103,-1204176
5104,-1203876
5105,-1203576
5106,-1203276
5107,-1203276
5108,-1203076
5109,-1202976
5110,-1203126
5111,-1202826
5112,-1202626
5113,-1203076
5114,-1202776
5115,-1202376
5116,-1202076
5117,-1201976
5118,-1201776
5119,-1201676
5120,-1201476
5121,-1201376
5122,-1200976
5123,-1200076
5124,-1207651
5125,-1206901
5126,-1206851
5127,-1206926
5128,-1207226
5129,-1207226
5130,-1207176
5131,-1207251
5132,-1206951
5133,-1206851
5134,-1206451
5135,-1206151
5136,-1205951
5137,-1205851
5138,-1206001
5139,-1208251
5140,-1208051
5141,-1207951
5142,-1207751
5143,-1207826
5144,-1207626
5145,-1207526
5146,-1207476
5147,-1207551
5148,-1207551
5149,-1207451
5150,-1207151
5151,-1207051
5152,-1206751
5153,-1206651
5154,-1206801
5155,-1206801
5156,-1206601
5157,-1206501
5158,-1206301
5159,-1206001
5160,-1205701
5161,-1205101
5162,-1204901
5163,-1204901
5164,-1204501
5165,-1204401
5166,-1204551
5167,-1204451
5168,-1204151
5169,-1204226
5170,-1208913.5
5171,-1208613.5
5172,-1205013.5
5173,-1204913.5
5174,-1204913.5
5175,-1204913.5
5176,-1204413.5
5177,-1204113.5
5178,-1203913.5
5179,-1203988.5
5180,-1204138.5
5181,-1204038.5
5182,-1224038.5
5183,-1223938.5
5184,-1223888.5
5185,-1224338.5
5186,-1224288.5
5187,-1244288.5
5188,-1243988.5
5189,-1243888.5
5190,-1243588.5
5191,-1243663.5
5192,-1243463.5
5193,-1243538.5
5194,-1243338.5
5195,-1243238.5
5196,-1247738.5
5197,-1247638.5
5198,-1247438.5
5199,-1247238.5
5200,-1247038.5
5201,-1246938.5
5202,-1246738.5
5203,-1246638.5
5204,-1247763.5
5205,-1247838.5
5206,-1247338.5
5207,-1247238.5
5208,-1243638.5
5209,-1243713.5
5210,-1243513.5
5211,-1243213.5
5212,-1243363.5
5213,-1243438.5
5214,-1243138.5
5215,-1242938.5
5216,-1242888.5
5217,-1242588.5
5218,-1242538.5
5219,-1242538.5
5220,-1262538.5
5221,-1262438.5
5222,-1262588.5
5223,-1262738.5
5224,-1262688.5
5225,-1262388.5
5226,-1262538.5
5227,-1262438.5
5228,-1262388.5
5229,-1262088.5
5230,-1262238.5
5231,-1262138.5
5232,-1261938.5
5233,-1262013.5
5234,-1262013.5
5235,-1262088.5
5236,-1262238.5
5237,-1261938.5
5238,-1262088.5
5239,-1262388.5
5240,-1262188.5
5241,-1262088.5
5242,-1261788.5
5243,-1261938.5
5244,-1261638.5
5245,-1261538.5
5246,-1261338.5
5247,-1261238.5
5248,-1260938.5
5249,-1261013.5
5250,-1261013.5
5251,-1260713.5
5252,-1260863.5
5253,-1260863.5
5254,-1260813.5
5255,-1260713.5
5256,-1260863.5
5257,-1260763.5
5258,-1260463.5
5259,-1261513.5
5260,-1261463.5
5261,-1261363.5
5262,-1260963.5
5263,-1280963.5
5264,-1280763.5
5265,-1280663.5
5266,-1280163.5
5267,-1280063.5
5268,-1279863.5
5269,-1279263.5
5270,-1299263.5
5271,-1300163.5
5272,-1299863.5
5273,-1279863.5
5274,-1279663.5
5275,-1279563.5
5276,-1279713.5
5277,-1279113.5
5278,-1278913.5
5279,-1278813.5
5280,-1278613.5
5281,-1278513.5
5282,-1278313.5
5283,-1278013.5
5284,-1277713.5
5285,-1277613.5
5286,-1277313.5
5287,-1277313.5
5288,-1277463.5
5289,-1275563.5
5290,-1275513.5
5291,-1275413.5
5292,-1275213.5
5293,-1274913.5
5294,-1273713.5
5295,-1273713.5
5296,-1273413.5
5297,-1273488.5
5298,-1273288.5
5299,-1273188.5
5300,-1272888.5
5301,-1272788.5
5302,-1275038.5
5303,-1275488.5
5304,-1275638.5
5305,-1275713.5
5306,-1275413.5
5307,-1275413.5
5308,-1276538.5
5309,-1276613.5
5310,-1256613.5
5311,-1256688.5
5312,-1256488.5
5313,-1256188.5
5314,-1256188.5
5315,-1263388.5
5316,-1263538.5
5317,-1263438.5
5318,-1263138.5
5319,-1263038.5
5320,-1262838.5
5321,-1262738.5
5322,-1262538.5
5323,-1262238.5
5324,-1262188.5
5325,-1262263.5
5326,-1264063.5
5327,-1263663.5
5328,-1263263.5
5329,-1263163.5
5330,-1283163.5
5331,-1283238.5
5332,-1282638.5
5333,-1281388.5
5334,-1281088.5
5335,-1280338.5
5336,-1280288.5
5337,-1280738.5
5338,-1280438.5
5339,-1280338.5
5340,-1280038.5
5341,-1280113.5
5342,-1279713.5
5343,-1279513.5
5344,-1279663.5
5345,-1279563.5
5346,-1279713.5
5347,-1280163.5
5348,-1279763.5
5349,-1279463.5
5350,-1279613.5
5351,-1279513.5
5352,-1279463.5
5353,-1279463.5
5354,-1278713.5
5355,-1277963.5
5356,-1277763.5
5357,-1278663.5
